I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-146,-87,58,117,-102,-14,253,87,-331,-488,-409,-214
-146,-87,58,117,-102,-14,253,87,-331,-488,-409,-214
-146,-87,58,117,-102,-14,253,87,-331,-488,-409,-214
-146,-87,58,117,-102,-14,253,87,-331,-488,-409,-214
-136,-97,39,117,-87,-29,248,78,-336,-478,-400,-214
-136,-97,39,117,-87,-29,244,68,-341,-478,-400,-214
-136,-97,39,117,-87,-29,239,58,-346,-478,-400,-214
-136,-97,39,117,-87,-29,234,48,-351,-478,-400,-214
-131,-97,34,114,-82,-31,229,43,-351,-458,-390,-209
-126,-97,29,112,-78,-34,224,39,-351,-448,-380,-204
-122,-97,24,109,-73,-36,219,34,-351,-439,-370,-200
-117,-97,19,107,-68,-39,214,29,-351,-429,-361,-195
-117,-107,9,112,-63,-48,209,24,-346,-414,-341,-180
-117,-107,9,112,-63,-48,204,19,-341,-400,-331,-175
-117,-107,9,112,-63,-48,200,14,-336,-385,-322,-170
-117,-107,9,112,-63,-48,195,9,-331,-370,-312,-165
-112,-102,9,107,-61,-46,185,4,-326,-356,-292,-161
-107,-97,9,102,-58,-43,175,0,-322,-341,-283,-156
-102,-92,9,97,-56,-41,165,-4,-317,-326,-273,-151
-97,-87,9,92,-53,-39,156,-9,-312,-312,-263,-146
-92,-82,9,87,-51,-36,151,-19,-297,-287,-248,-131
-87,-78,9,82,-48,-34,146,-19,-283,-273,-234,-126
-82,-73,9,78,-46,-31,141,-19,-268,-258,-219,-122
-78,-68,9,73,-43,-29,136,-19,-253,-244,-204,-117
-63,-68,-4,65,-29,-36,122,-19,-244,-229,-185,-107
-58,-68,-9,63,-24,-39,117,-19,-234,-214,-175,-97
-53,-68,-14,61,-19,-41,112,-19,-224,-200,-165,-87
-48,-68,-19,58,-14,-43,107,-19,-214,-185,-156,-78
-48,-68,-19,58,-14,-43,102,-19,-195,-165,-141,-68
-48,-68,-19,58,-14,-43,97,-19,-185,-156,-136,-68
-48,-68,-19,58,-14,-43,92,-19,-175,-146,-131,-68
-48,-68,-19,58,-14,-43,87,-19,-165,-136,-126,-68
-34,-58,-24,46,-4,-41,73,-19,-151,-126,-107,-53
-29,-58,-29,43,0,-43,68,-19,-146,-117,-97,-48
-24,-58,-34,41,4,-46,63,-19,-141,-107,-87,-43
-19,-58,-39,39,9,-48,58,-19,-136,-97,-78,-39
-9,-53,-43,31,17,-48,48,-19,-126,-92,-68,-29
-9,-48,-39,29,14,-43,48,-19,-117,-87,-68,-29
-9,-43,-34,26,12,-39,48,-19,-107,-82,-68,-29
-9,-39,-29,24,9,-34,48,-19,-97,-78,-68,-29
-9,-39,-29,24,9,-34,48,-14,-87,-63,-63,-19
-9,-39,-29,24,9,-34,48,-9,-78,-58,-58,-19
-9,-39,-29,24,9,-34,48,-4,-68,-53,-53,-19
-9,-39,-29,24,9,-34,48,0,-58,-48,-48,-19
0,-39,-39,19,19,-39,39,9,-43,-39,-43,-9
0,-39,-39,19,19,-39,39,9,-39,-39,-39,-9
0,-39,-39,19,19,-39,39,9,-34,-39,-34,-9
0,-39,-39,19,19,-39,39,9,-29,-39,-29,-9
0,-39,-39,19,19,-39,39,19,-14,-39,-29,0
0,-39,-39,19,19,-39,39,19,-9,-39,-29,0
0,-39,-39,19,19,-39,39,19,-4,-39,-29,0
0,-39,-39,19,19,-39,39,19,0,-39,-29,0
9,-39,-48,14,29,-43,39,29,4,-29,-29,0
9,-39,-48,14,29,-43,39,29,9,-29,-29,0
9,-39,-48,14,29,-43,39,29,14,-29,-29,0
9,-39,-48,14,29,-43,39,29,19,-29,-29,0
9,-39,-48,14,29,-43,39,39,29,-29,-29,0
9,-39,-48,14,29,-43,39,39,29,-29,-29,0
9,-39,-48,14,29,-43,39,39,29,-29,-29,0
9,-39,-48,14,29,-43,39,39,29,-29,-29,0
9,-39,-48,14,29,-43,39,39,39,-29,-19,0
9,-39,-48,14,29,-43,39,39,39,-29,-19,0
9,-39,-48,14,29,-43,39,39,39,-29,-19,0
9,-39,-48,14,29,-43,39,39,39,-29,-19,0
9,-48,-58,19,34,-53,48,43,43,-19,-19,-9
9,-48,-58,19,34,-53,48,48,48,-19,-19,-9
9,-48,-58,19,34,-53,48,53,53,-19,-19,-9
9,-48,-58,19,34,-53,48,58,58,-19,-19,-9
9,-39,-48,14,29,-43,48,58,68,-9,-9,-9
9,-39,-48,14,29,-43,48,58,68,-9,-9,-9
9,-39,-48,14,29,-43,48,58,68,-9,-9,-9
9,-39,-48,14,29,-43,48,58,68,-9,-9,-9
19,-48,-68,14,43,-58,48,58,78,0,0,0
19,-48,-68,14,43,-58,48,58,78,0,0,0
19,-48,-68,14,43,-58,48,58,78,0,0,0
19,-48,-68,14,43,-58,48,58,78,0,0,0
9,-39,-48,14,29,-43,48,58,78,0,0,0
9,-39,-48,14,29,-43,48,58,78,0,0,0
9,-39,-48,14,29,-43,48,58,78,0,0,0
9,-39,-48,14,29,-43,48,58,78,0,0,0
9,-39,-48,14,29,-43,48,68,82,4,9,0
9,-39,-48,14,29,-43,48,68,87,9,9,0
9,-39,-48,14,29,-43,48,68,92,14,9,0
9,-39,-48,14,29,-43,48,68,97,19,9,0
19,-39,-58,9,39,-48,48,68,97,29,19,9
19,-39,-58,9,39,-48,48,68,97,29,19,9
19,-39,-58,9,39,-48,48,68,97,29,19,9
19,-39,-58,9,39,-48,48,68,97,29,19,9
19,-48,-68,14,43,-58,48,58,87,39,29,9
19,-48,-68,14,43,-58,48,58,87,39,29,9
19,-48,-68,14,43,-58,48,58,87,39,29,9
19,-48,-68,14,43,-58,48,58,87,39,29,9
9,-48,-58,19,34,-53,48,68,97,48,39,9
9,-48,-58,19,34,-53,48,68,97,48,39,9
9,-48,-58,19,34,-53,48,68,97,48,39,9
9,-48,-58,19,34,-53,48,68,97,48,39,9
19,-48,-68,14,43,-58,48,58,97,48,39,0
19,-48,-68,14,43,-58,48,58,97,48,39,0
19,-48,-68,14,43,-58,48,58,97,48,39,0
19,-48,-68,14,43,-58,48,58,97,48,39,0
19,-39,-58,9,39,-48,43,58,87,48,39,0
19,-39,-58,9,39,-48,39,58,87,48,39,0
19,-39,-58,9,39,-48,34,58,87,48,39,0
19,-39,-58,9,39,-48,29,58,87,48,39,0
19,-29,-48,4,34,-39,29,48,87,39,39,9
19,-29,-48,4,34,-39,29,48,87,39,39,9
19,-29,-48,4,34,-39,29,48,87,39,39,9
19,-29,-48,4,34,-39,29,48,87,39,39,9
19,-39,-58,9,39,-48,29,48,87,39,39,9
19,-39,-58,9,39,-48,29,48,87,39,39,9
19,-39,-58,9,39,-48,29,48,87,39,39,9
19,-39,-58,9,39,-48,29,48,87,39,39,9
19,-39,-58,9,39,-48,19,39,78,39,39,19
19,-39,-58,9,39,-48,19,39,78,39,39,19
19,-39,-58,9,39,-48,19,39,78,39,39,19
19,-39,-58,9,39,-48,19,39,78,39,39,19
29,-29,-58,0,43,-43,19,29,68,29,39,19
29,-29,-58,0,43,-43,19,29,68,29,39,19
29,-29,-58,0,43,-43,19,29,68,29,39,19
