I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-107,136,243,-14,-175,189,97,312,595,302,107,-39
-108,141,249,-16,-178,195,94,308,587,293,104,-34
-111,145,256,-17,-183,200,92,307,580,283,102,-34
-115,150,265,-17,-190,207,89,305,573,272,99,-33
-116,155,271,-19,-193,213,87,302,566,263,97,-29
-117,164,281,-23,-199,222,82,297,558,255,92,-20
-117,174,291,-28,-204,232,78,292,551,248,87,-9
-116,185,301,-34,-208,243,72,287,544,241,81,0
-116,194,310,-39,-213,252,68,283,536,234,78,8
-117,204,321,-43,-219,262,63,275,524,226,75,16
-116,213,329,-48,-222,271,58,268,512,219,73,23
-117,224,341,-53,-229,282,52,260,499,211,70,31
-117,233,350,-58,-233,291,48,253,488,204,68,38
-116,239,355,-61,-235,297,45,244,477,197,67,47
-116,243,359,-63,-237,301,43,234,468,190,67,57
-117,249,366,-66,-241,307,41,223,458,182,68,68
-117,252,369,-67,-243,310,39,214,448,175,68,77
-114,253,367,-69,-240,310,36,208,438,168,65,83
-112,253,365,-70,-238,309,34,204,429,161,63,86
-109,252,361,-71,-235,306,31,200,420,153,60,91
-107,252,359,-72,-233,305,29,195,409,146,58,96
-104,252,356,-74,-230,304,24,187,393,140,57,102
-102,252,354,-75,-228,303,19,180,375,136,57,106
-99,253,352,-77,-225,302,13,172,356,131,58,112
-97,253,350,-78,-223,301,9,165,341,126,58,116
-92,250,342,-79,-217,296,8,156,328,119,57,121
-87,248,335,-80,-211,291,8,146,317,112,57,125
-82,247,329,-82,-205,288,8,134,304,103,57,131
-78,244,322,-83,-200,283,8,126,292,97,57,135
-75,235,310,-80,-192,272,11,124,282,95,58,138
-73,224,297,-75,-185,260,13,125,273,96,58,140
-70,214,284,-72,-177,249,16,127,263,97,57,143
-68,204,272,-68,-170,238,18,126,253,97,57,145
-63,192,255,-64,-159,223,21,122,241,94,59,146
-58,180,238,-61,-148,209,23,117,229,92,62,146
-52,168,220,-58,-136,194,26,112,216,89,66,146
-48,156,204,-54,-126,180,28,107,204,87,67,146
-43,143,186,-50,-114,164,29,99,192,84,68,143
-39,131,170,-46,-104,150,29,92,180,82,68,141
-33,118,151,-42,-92,134,28,84,167,80,68,138
-29,107,136,-39,-82,121,28,78,156,78,68,136
-26,98,124,-36,-75,111,29,72,147,73,66,133
-24,92,116,-34,-70,104,29,68,141,68,63,131
-21,85,106,-32,-63,95,28,62,133,62,60,128
-19,78,97,-29,-58,87,28,58,126,58,58,126
-16,66,82,-25,-49,74,31,55,119,55,57,121
-14,53,67,-19,-40,60,33,53,112,53,57,117
-11,39,50,-14,-30,44,36,50,103,50,58,112
-9,29,38,-10,-23,33,38,48,97,48,58,107
-6,22,28,-8,-17,25,40,47,93,47,57,102
-4,19,23,-7,-13,21,42,47,92,47,58,97
-1,14,15,-6,-8,14,45,48,89,48,57,91
0,9,9,-4,-4,9,47,48,87,48,57,87
1,1,0,-1,0,0,48,48,84,47,58,84
3,-8,-11,2,7,-9,48,48,82,47,58,82
6,-20,-26,7,16,-23,47,47,79,47,57,80
8,-28,-36,10,22,-32,47,47,78,47,57,78
11,-30,-41,9,26,-35,49,50,77,48,59,75
13,-29,-42,8,27,-35,52,52,78,48,62,73
16,-28,-44,6,30,-36,55,55,77,47,65,70
18,-28,-46,5,32,-37,57,57,77,47,67,68
19,-29,-48,5,33,-38,58,62,79,50,68,67
19,-29,-48,5,33,-38,58,67,81,52,68,67
18,-28,-46,5,32,-37,57,73,83,55,66,68
18,-28,-46,5,32,-37,57,77,86,57,67,68
21,-29,-50,4,35,-39,58,82,93,62,73,67
23,-28,-51,2,37,-39,58,86,101,67,81,67
26,-29,-55,1,40,-42,56,91,110,73,90,68
28,-29,-57,0,42,-43,57,96,116,77,96,67
31,-28,-59,-1,45,-43,66,104,121,82,98,68
33,-28,-61,-2,47,-44,77,111,125,86,97,68
36,-29,-65,-3,50,-47,87,118,130,91,95,67
38,-29,-67,-4,52,-48,96,125,135,96,96,67
39,-26,-65,-6,52,-45,106,134,143,101,100,68
39,-24,-63,-7,51,-43,116,145,150,106,106,68
38,-21,-59,-8,48,-40,126,157,158,112,112,67
38,-19,-57,-9,47,-38,135,164,164,116,116,67
39,-14,-53,-12,46,-33,147,166,169,121,117,72
39,-9,-48,-15,43,-28,160,165,174,125,117,77
38,-3,-41,-17,39,-22,175,165,180,131,116,83
38,0,-38,-19,38,-19,184,165,184,135,116,86
39,0,-39,-19,39,-19,182,162,185,136,117,87
39,0,-39,-19,39,-19,175,161,185,136,117,86
38,0,-38,-19,38,-19,171,160,184,136,116,87
38,0,-38,-19,38,-19,165,156,185,136,116,87
40,0,-40,-20,40,-20,149,141,184,134,117,83
42,0,-42,-21,42,-21,126,122,180,131,117,78
45,-3,-48,-21,46,-25,99,103,172,126,114,72
47,-8,-55,-19,51,-31,73,87,165,122,112,68
50,-13,-63,-18,56,-38,50,73,161,119,112,65
52,-18,-70,-17,61,-44,24,58,156,117,112,63
53,-27,-80,-13,66,-53,-6,39,143,111,107,60
53,-33,-86,-10,69,-59,-28,24,131,107,102,58
52,-35,-87,-8,69,-61,-32,19,125,109,100,57
52,-34,-86,-9,69,-60,-29,19,122,111,101,57
55,-34,-89,-10,72,-61,-32,18,115,109,102,57
57,-34,-91,-11,74,-62,-34,18,111,107,102,57
60,-31,-91,-14,75,-61,-23,25,118,108,100,59
62,-29,-91,-16,76,-60,-14,33,130,111,101,62
63,-28,-91,-17,77,-59,-17,39,140,112,106,65
63,-28,-91,-17,77,-59,-23,42,145,111,111,67
60,-30,-90,-15,75,-60,-19,43,144,114,113,68
58,-33,-91,-12,74,-62,-9,43,141,116,112,68
55,-39,-94,-8,74,-66,-1,42,138,118,111,67
53,-42,-95,-5,74,-68,3,42,136,117,111,67
50,-41,-91,-4,70,-66,10,42,133,114,114,69
48,-39,-87,-4,67,-63,14,42,131,112,116,72
45,-38,-83,-3,64,-60,9,43,128,111,117,76
43,-39,-82,-2,62,-60,4,43,126,111,117,78
40,-37,-77,-1,58,-57,2,41,123,114,116,75
39,-34,-73,-2,56,-53,3,39,121,116,116,73
37,-31,-68,-3,52,-49,4,35,123,117,119,72
34,-29,-63,-2,48,-46,4,33,125,116,121,73
27,-26,-53,0,40,-39,3,36,126,119,122,72
19,-24,-43,2,31,-33,3,38,126,121,122,72
13,-23,-36,5,24,-29,5,39,125,123,121,76
9,-23,-32,7,20,-27,8,39,125,122,121,78
6,-23,-29,8,17,-26,13,39,126,117,123,74
4,-23,-27,9,15,-25,18,39,126,112,122,68
0,-25,-25,12,12,-25,21,37,122,107,113,62
-3,-28,-25,15,11,-26,23,34,117,102,102,58
-6,-34,-28,20,11,-31,26,31,109,94,95,55
-8,-38,-30,23,11,-34,28,29,102,87,92,53
-11,-39,-28,25,8,-33,31,28,98,83,91,50
-13,-39,-26,26,6,-32,33,28,97,82,91,48
-13,-38,-25,25,6,-31,34,29,96,79,92,47
-13,-38,-25,25,6,-31,34,29,96,78,92,47
-16,-39,-23,27,3,-31,31,26,97,77,89,48
-18,-39,-21,28,1,-30,29,24,97,77,87,47
-20,-38,-18,29,-1,-28,26,23,94,77,86,48
-19,-38,-19,28,0,-28,24,23,92,77,86,48
-16,-39,-23,27,3,-31,23,24,91,78,87,47
-14,-39,-25,26,5,-32,23,24,92,78,87,47
-13,-38,-25,25,6,-31,24,23,90,75,86,50
-13,-38,-25,25,6,-31,24,23,87,73,86,52
-14,-39,-25,26,5,-32,20,24,84,72,89,53
-14,-39,-25,26,5,-32,18,23,82,72,91,53
-13,-38,-25,25,6,-31,23,24,81,73,92,52
-13,-38,-25,25,6,-31,28,24,81,73,92,53
-14,-39,-25,26,5,-32,29,23,82,72,91,52
-14,-39,-25,26,5,-32,29,23,82,73,91,52
-13,-36,-23,24,5,-29,29,24,78,72,92,54
-13,-34,-21,23,4,-27,29,24,73,72,92,57
-14,-33,-19,23,2,-26,25,21,67,73,91,60
-14,-33,-19,23,2,-26,23,19,63,73,92,62
-13,-34,-21,23,4,-27,29,16,62,70,91,63
-13,-33,-20,23,3,-26,33,14,63,68,91,63
-14,-34,-20,24,3,-27,30,10,60,66,92,62
-14,-34,-20,24,3,-27,24,9,58,67,92,62
-13,-31,-18,22,2,-24,22,10,59,72,91,63
-13,-29,-16,21,1,-22,23,13,62,77,91,63
-14,-28,-14,21,0,-21,24,18,63,79,92,62
-14,-28,-14,21,0,-21,24,19,63,78,92,62
-13,-31,-18,22,2,-24,21,14,62,77,89,63
-13,-33,-20,23,3,-26,19,9,62,77,87,63
-14,-36,-22,25,4,-29,18,9,65,80,88,62
-14,-38,-24,26,5,-31,18,13,67,82,91,62
-12,-39,-27,25,7,-33,19,17,68,78,95,63
-9,-39,-30,24,10,-34,18,18,68,73,96,63
-4,-38,-34,21,15,-36,19,19,68,72,96,62
-3,-34,-31,18,14,-32,23,23,72,72,92,58
-12,-24,-12,18,0,-18,32,31,79,72,84,50
-23,-9,14,16,-18,2,42,34,78,68,78,43
-29,10,39,9,-34,24,49,23,66,62,78,41
-33,33,66,0,-49,49,52,23,76,62,78,39
-44,57,101,-6,-72,79,55,52,134,73,71,30
-57,85,142,-14,-99,113,57,77,184,78,58,24
-70,118,188,-24,-129,153,60,60,158,59,45,31
-81,145,226,-32,-153,185,62,-5,34,25,42,56
-92,154,246,-31,-169,200,66,-113,-188,-13,57,98
-101,155,256,-27,-178,205,72,-239,-477,-70,72,149
-109,161,270,-26,-189,215,81,-360,-789,-162,68,202
-116,183,299,-33,-207,241,78,-474,-1083,-278,53,279
-124,228,352,-52,-238,290,51,-583,-1329,-406,35,394
-130,271,401,-70,-265,336,15,-684,-1548,-545,1,508
-133,295,428,-81,-280,361,-12,-776,-1770,-700,-62,579
-135,329,464,-97,-299,396,-41,-874,-1992,-862,-147,613
-141,404,545,-131,-343,474,-86,-991,-2203,-1022,-237,631
-141,485,626,-172,-383,555,-148,-1131,-2412,-1171,-323,648
-125,526,651,-200,-388,588,-221,-1284,-2620,-1295,-393,677
-93,508,601,-207,-347,554,-294,-1411,-2772,-1374,-433,724
-46,430,476,-192,-261,453,-356,-1482,-2826,-1397,-436,792
7,334,327,-170,-160,330,-421,-1543,-2866,-1431,-446,860
59,255,196,-157,-68,225,-500,-1638,-2972,-1535,-507,904
119,137,18,-128,50,77,-572,-1724,-3053,-1655,-592,890
195,-75,-270,-60,232,-172,-616,-1747,-3005,-1720,-663,792
283,-317,-600,17,441,-458,-647,-1710,-2874,-1746,-720,640
