I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-48,-58,-9,53,-19,-34,156,204,165,146,68,-224
-48,-58,-9,53,-19,-34,156,204,165,146,68,-224
-48,-58,-9,53,-19,-34,156,204,165,146,68,-224
-48,-58,-9,53,-19,-34,156,204,165,146,68,-224
-39,-48,-9,43,-14,-29,165,209,170,151,73,-224
-39,-48,-9,43,-14,-29,165,214,175,156,78,-224
-39,-48,-9,43,-14,-29,165,219,180,161,82,-224
-39,-48,-9,43,-14,-29,165,224,185,165,87,-224
-39,-43,-4,41,-17,-24,156,224,185,175,87,-224
-39,-39,0,39,-19,-19,156,224,185,175,87,-224
-39,-34,4,36,-21,-14,156,224,185,175,87,-224
-39,-29,9,34,-24,-9,156,224,185,175,87,-224
-29,-24,4,26,-17,-9,156,229,190,185,97,-224
-29,-19,9,24,-19,-4,156,234,195,185,97,-224
-29,-14,14,21,-21,0,156,239,200,185,97,-224
-29,-9,19,19,-24,4,156,244,204,185,97,-224
-19,0,19,9,-19,9,156,244,214,195,107,-224
-19,0,19,9,-19,9,156,244,214,195,107,-224
-19,0,19,9,-19,9,156,244,214,195,107,-224
-19,0,19,9,-19,9,156,244,214,195,107,-224
-19,4,24,7,-21,14,146,253,224,200,112,-234
-19,9,29,4,-24,19,146,253,224,204,117,-234
-19,14,34,2,-26,24,146,253,224,209,122,-234
-19,19,39,0,-29,29,146,253,224,214,126,-234
-9,24,34,-7,-21,29,136,253,234,219,131,-234
-9,29,39,-9,-24,34,136,253,234,224,136,-234
-9,34,43,-12,-26,39,136,253,234,229,141,-234
-9,39,48,-14,-29,43,136,253,234,234,146,-234
0,48,48,-24,-24,48,131,253,234,239,161,-234
0,58,58,-29,-29,58,126,253,234,244,165,-234
0,68,68,-34,-34,68,122,253,234,248,170,-234
0,78,78,-39,-39,78,117,253,234,253,175,-234
9,92,82,-51,-36,87,102,248,234,263,190,-234
9,97,87,-53,-39,92,97,244,234,263,195,-234
9,102,92,-56,-41,97,92,239,234,263,200,-234
9,107,97,-58,-43,102,87,234,234,263,204,-234
19,117,97,-68,-39,107,82,229,234,268,219,-234
19,117,97,-68,-39,107,78,224,234,273,224,-234
19,117,97,-68,-39,107,73,219,234,278,229,-234
19,117,97,-68,-39,107,68,214,234,283,234,-234
29,126,97,-78,-34,112,53,209,229,292,239,-244
29,136,107,-82,-39,122,48,204,224,292,244,-244
29,146,117,-87,-43,131,43,200,219,292,248,-244
29,156,126,-92,-48,141,39,195,214,292,253,-244
39,165,126,-102,-43,146,24,180,204,292,258,-244
