I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-331,-146,185,239,-258,19,536,927,312,-380,-653,-634
-331,-146,185,239,-258,19,536,927,312,-380,-653,-634
-331,-146,185,239,-258,19,536,927,312,-380,-653,-634
-331,-146,185,239,-258,19,536,927,312,-380,-653,-634
-331,-161,170,246,-251,4,575,951,283,-405,-663,-644
-331,-165,165,248,-248,0,614,976,263,-419,-663,-644
-331,-170,161,251,-246,-4,653,1000,244,-434,-663,-644
-331,-175,156,253,-244,-9,692,1024,224,-448,-663,-644
-341,-195,146,268,-244,-24,732,985,161,-468,-658,-629
-341,-214,126,278,-234,-43,771,956,107,-488,-653,-614
-341,-234,107,287,-224,-63,810,927,53,-507,-649,-600
-341,-253,87,297,-214,-82,849,897,0,-527,-644,-585
-346,-263,82,305,-214,-90,878,814,-58,-551,-653,-570
-351,-263,87,307,-219,-87,897,732,-117,-566,-653,-566
-356,-263,92,309,-224,-85,917,649,-175,-580,-653,-561
-361,-263,97,312,-229,-82,936,566,-234,-595,-653,-556
-366,-273,92,319,-229,-90,946,497,-253,-575,-634,-531
-370,-273,97,322,-234,-87,956,439,-263,-566,-614,-517
-375,-273,102,324,-239,-85,966,380,-273,-556,-595,-502
-380,-273,107,326,-244,-82,976,322,-283,-546,-575,-488
-366,-268,97,317,-231,-85,966,268,-307,-546,-561,-478
-361,-263,97,312,-229,-82,956,214,-322,-546,-556,-468
-356,-258,97,307,-226,-80,946,161,-336,-546,-551,-458
-351,-253,97,302,-224,-78,936,107,-351,-546,-546,-448
-341,-239,102,290,-222,-68,893,82,-346,-527,-522,-429
-331,-234,97,283,-214,-68,858,58,-341,-507,-497,-409
-322,-229,92,275,-207,-68,824,34,-336,-488,-473,-390
-312,-224,87,268,-200,-68,790,9,-331,-468,-448,-370
-283,-204,78,244,-180,-63,688,-24,-326,-444,-419,-341
-253,-195,58,224,-156,-68,595,-58,-322,-419,-390,-322
-224,-185,39,204,-131,-73,502,-92,-317,-395,-361,-302
-195,-175,19,185,-107,-78,409,-126,-312,-370,-331,-283
-161,-146,14,153,-87,-65,292,-141,-283,-336,-307,-258
-136,-126,9,131,-73,-58,185,-156,-263,-312,-283,-234
-112,-107,4,109,-58,-51,78,-170,-244,-287,-258,-209
-87,-87,0,87,-43,-43,-29,-185,-224,-263,-234,-185
-78,-63,14,70,-46,-24,-63,-180,-200,-234,-204,-165
-68,-48,19,58,-43,-14,-97,-175,-185,-214,-185,-146
-58,-34,24,46,-41,-4,-131,-170,-170,-195,-165,-126
-48,-19,29,34,-39,4,-165,-165,-156,-175,-146,-107
-43,-9,34,26,-39,12,-200,-185,-161,-175,-141,-102
-39,-9,29,24,-34,9,-224,-195,-165,-175,-136,-97
-34,-9,24,21,-29,7,-248,-204,-170,-175,-131,-92
-29,-9,19,19,-24,4,-273,-214,-175,-175,-126,-87
-39,-19,19,29,-29,0,-287,-219,-180,-185,-136,-97
-39,-19,19,29,-29,0,-292,-224,-185,-185,-136,-97
-39,-19,19,29,-29,0,-297,-229,-190,-185,-136,-97
-39,-19,19,29,-29,0,-302,-234,-195,-185,-136,-97
-29,-29,0,29,-14,-14,-312,-234,-195,-185,-126,-82
-29,-29,0,29,-14,-14,-322,-234,-195,-185,-126,-78
-29,-29,0,29,-14,-14,-331,-234,-195,-185,-126,-73
-29,-29,0,29,-14,-14,-341,-234,-195,-185,-126,-68
-14,-39,-24,26,4,-31,-341,-234,-195,-175,-136,-73
-9,-39,-29,24,9,-34,-341,-234,-195,-175,-136,-78
-4,-39,-34,21,14,-36,-341,-234,-195,-175,-136,-82
0,-39,-39,19,19,-39,-341,-234,-195,-175,-136,-87
0,-29,-29,14,14,-29,-351,-244,-200,-180,-131,-82
0,-29,-29,14,14,-29,-351,-244,-204,-185,-126,-78
0,-29,-29,14,14,-29,-351,-244,-209,-190,-122,-73
0,-29,-29,14,14,-29,-351,-244,-214,-195,-117,-68
0,-43,-43,21,21,-43,-341,-253,-224,-200,-122,-78
0,-48,-48,24,24,-48,-341,-253,-224,-204,-126,-78
0,-53,-53,26,26,-53,-341,-253,-224,-209,-131,-78
0,-58,-58,29,29,-58,-341,-253,-224,-214,-136,-78
0,-58,-58,29,29,-58,-351,-263,-234,-214,-146,-87
0,-58,-58,29,29,-58,-351,-263,-234,-214,-146,-87
0,-58,-58,29,29,-58,-351,-263,-234,-214,-146,-87
0,-58,-58,29,29,-58,-351,-263,-234,-214,-146,-87
-14,-53,-39,34,12,-46,-351,-263,-244,-204,-131,-68
-19,-48,-29,34,4,-39,-351,-263,-244,-204,-126,-58
-24,-43,-19,34,-2,-31,-351,-263,-244,-204,-122,-48
-29,-39,-9,34,-9,-24,-351,-263,-244,-204,-117,-39
-14,-39,-24,26,4,-31,-356,-278,-253,-224,-131,-53
-9,-39,-29,24,9,-34,-361,-283,-263,-234,-146,-68
-4,-39,-34,21,14,-36,-366,-287,-273,-244,-161,-82
0,-39,-39,19,19,-39,-370,-292,-283,-253,-175,-97
-9,-43,-34,26,12,-39,-361,-292,-283,-248,-161,-97
-9,-48,-39,29,14,-43,-361,-292,-283,-244,-156,-97
-9,-53,-43,31,17,-48,-361,-292,-283,-239,-151,-97
-9,-58,-48,34,19,-53,-361,-292,-283,-234,-146,-97
0,-48,-48,24,24,-48,-351,-302,-297,-244,-151,-92
0,-48,-48,24,24,-48,-351,-302,-302,-253,-156,-87
0,-48,-48,24,24,-48,-351,-302,-307,-263,-161,-82
0,-48,-48,24,24,-48,-351,-302,-312,-273,-165,-78
0,-58,-58,29,29,-58,-341,-312,-322,-273,-156,-68
0,-58,-58,29,29,-58,-341,-312,-322,-273,-156,-68
0,-58,-58,29,29,-58,-341,-312,-322,-273,-156,-68
0,-58,-58,29,29,-58,-341,-312,-322,-273,-156,-68
-4,-48,-43,26,19,-46,-336,-302,-322,-263,-146,-63
-9,-48,-39,29,14,-43,-331,-302,-322,-263,-146,-58
-14,-48,-34,31,9,-41,-326,-302,-322,-263,-146,-53
-19,-48,-29,34,4,-39,-322,-302,-322,-263,-146,-48
-9,-48,-39,29,14,-43,-331,-312,-312,-258,-136,-39
0,-48,-48,24,24,-48,-331,-312,-312,-253,-126,-39
