I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
214,78,-136,-146,175,-29,156,624,585,409,361,273
214,78,-136,-146,175,-29,156,624,585,409,361,273
214,78,-136,-146,175,-29,156,624,585,409,361,273
214,78,-136,-146,175,-29,156,624,585,409,361,273
283,126,-156,-204,219,-14,190,795,756,483,439,326
341,165,-175,-253,258,-4,214,956,917,556,507,380
400,204,-195,-302,297,4,239,1117,1078,629,575,434
458,244,-214,-351,336,14,263,1278,1239,702,644,488
468,200,-268,-334,368,-34,185,1015,966,556,541,424
468,156,-312,-312,390,-78,117,751,702,409,439,370
468,112,-356,-290,412,-122,48,488,439,263,336,317
468,68,-400,-268,434,-165,-19,224,175,117,234,263
375,-34,-409,-170,392,-222,-107,-165,-195,-73,53,136
292,-126,-419,-82,356,-273,-195,-546,-556,-263,-117,9
209,-219,-429,4,319,-324,-283,-927,-917,-453,-287,-117
126,-312,-439,92,283,-375,-370,-1307,-1278,-644,-458,-244
92,-361,-453,134,273,-407,-341,-1263,-1273,-683,-507,-307
58,-409,-468,175,263,-439,-322,-1220,-1268,-722,-556,-361
24,-458,-483,217,253,-470,-302,-1176,-1263,-761,-605,-414
-9,-507,-497,258,244,-502,-283,-1132,-1259,-800,-653,-468
14,-483,-497,234,256,-490,-268,-1010,-1146,-732,-605,-444
29,-458,-488,214,258,-473,-253,-897,-1044,-673,-566,-419
43,-434,-478,195,261,-456,-239,-785,-941,-614,-527,-395
58,-409,-468,175,263,-439,-224,-673,-839,-556,-488,-370
48,-375,-424,163,236,-400,-200,-590,-751,-483,-424,-322
48,-351,-400,151,224,-375,-175,-517,-663,-419,-370,-273
48,-326,-375,139,212,-351,-151,-444,-575,-356,-317,-224
48,-302,-351,126,200,-326,-126,-370,-488,-292,-263,-175
63,-263,-326,100,195,-295,-107,-312,-424,-248,-214,-136
68,-224,-292,78,180,-258,-87,-253,-370,-204,-175,-107
73,-185,-258,56,165,-222,-68,-195,-317,-161,-136,-78
78,-146,-224,34,151,-185,-48,-136,-263,-117,-97,-48
78,-122,-200,21,139,-161,-19,-102,-209,-82,-68,-24
78,-97,-175,9,126,-136,0,-68,-165,-48,-39,0
78,-73,-151,-2,114,-112,19,-34,-122,-14,-9,24
78,-48,-126,-14,102,-87,39,0,-78,19,19,48
78,-58,-136,-9,107,-97,43,24,-68,29,34,58
78,-58,-136,-9,107,-97,48,39,-58,39,39,58
78,-58,-136,-9,107,-97,53,53,-48,48,43,58
78,-58,-136,-9,107,-97,58,68,-39,58,48,58
73,-53,-126,-9,100,-90,63,82,-29,63,63,73
68,-48,-117,-9,92,-82,68,87,-19,68,68,78
63,-43,-107,-9,85,-75,73,92,-9,73,73,82
58,-39,-97,-9,78,-68,78,97,0,78,78,87
78,-29,-107,-24,92,-68,87,107,4,92,82,97
87,-19,-107,-34,97,-63,87,117,9,97,87,97
97,-9,-107,-43,102,-58,87,126,14,102,92,97
107,0,-107,-53,107,-53,87,136,19,107,97,97
97,-9,-107,-43,102,-58,78,136,29,107,97,97
97,-9,-107,-43,102,-58,78,136,29,107,97,97
97,-9,-107,-43,102,-58,78,136,29,107,97,97
97,-9,-107,-43,102,-58,78,136,29,107,97,97
97,0,-97,-48,97,-48,78,141,34,112,107,107
97,0,-97,-48,97,-48,78,146,39,117,107,107
97,0,-97,-48,97,-48,78,151,43,122,107,107
97,0,-97,-48,97,-48,78,156,48,126,107,107
107,4,-102,-56,104,-48,82,165,58,136,122,112
107,9,-97,-58,102,-43,87,175,68,136,126,117
107,14,-92,-61,100,-39,92,185,78,136,131,122
107,19,-87,-63,97,-34,97,195,87,136,136,126
97,14,-82,-56,90,-34,92,185,78,146,126,117
97,9,-87,-53,92,-39,87,185,78,146,126,117
97,4,-92,-51,95,-43,82,185,78,146,126,117
97,0,-97,-48,97,-48,78,185,78,146,126,117
87,4,-82,-46,85,-39,87,200,87,156,136,126
87,9,-78,-48,82,-34,87,204,97,156,136,126
87,14,-73,-51,80,-29,87,209,107,156,136,126
87,19,-68,-53,78,-24,87,214,117,156,136,126
78,9,-68,-43,73,-29,97,224,126,165,146,136
78,9,-68,-43,73,-29,97,224,126,165,146,136
78,9,-68,-43,73,-29,97,224,126,165,146,136
78,9,-68,-43,73,-29,97,224,126,165,146,136
92,14,-78,-53,85,-31,97,229,131,165,151,136
97,19,-78,-58,87,-29,97,234,136,165,156,136
102,24,-78,-63,90,-26,97,239,141,165,161,136
107,29,-78,-68,92,-24,97,244,146,165,165,136
117,34,-82,-75,100,-24,107,253,156,185,170,151
117,39,-78,-78,97,-19,107,263,165,195,175,156
117,43,-73,-80,95,-14,107,273,175,204,180,161
117,48,-68,-82,92,-9,107,283,185,214,185,165
126,63,-63,-95,95,0,112,292,195,224,190,175
126,68,-58,-97,92,4,117,302,204,224,195,175
126,73,-53,-100,90,9,122,312,214,224,200,175
126,78,-48,-102,87,14,126,322,224,224,204,175
117,73,-43,-95,80,14,136,336,229,234,214,185
117,68,-48,-92,82,9,136,341,234,234,214,185
117,63,-53,-90,85,4,136,346,239,234,214,185
117,58,-58,-87,87,0,136,351,244,234,214,185
112,73,-39,-92,75,17,141,361,263,248,219,195
107,78,-29,-92,68,24,146,370,273,253,224,195
102,82,-19,-92,61,31,151,380,283,258,229,195
97,87,-9,-92,53,39,156,390,292,263,234,195
107,92,-14,-100,61,39,165,409,307,268,239,204
117,97,-19,-107,68,39,165,419,312,273,244,204
126,102,-24,-114,75,39,165,429,317,278,248,204
136,107,-29,-122,82,39,165,439,322,283,253,204
136,126,-9,-131,73,58,185,463,341,307,273,224
136,136,0,-136,68,68,195,478,361,322,283,234
136,146,9,-141,63,78,204,492,380,336,292,244
136,156,19,-146,58,87,214,507,400,351,302,253
126,151,24,-139,51,87,209,507,390,341,302,248
126,146,19,-136,53,82,204,507,390,341,302,244
126,141,14,-134,56,78,200,507,390,341,302,239
126,136,9,-131,58,73,195,507,390,341,302,234
146,151,4,-148,70,78,204,527,409,346,307,248
156,156,0,-156,78,78,204,536,419,351,312,253
165,161,-4,-163,85,78,204,546,429,356,317,258
175,165,-9,-170,92,78,204,556,439,361,322,263
161,180,19,-170,70,100,204,566,444,366,336,273
156,185,29,-170,63,107,204,566,448,370,341,273
151,190,39,-170,56,114,204,566,453,375,346,273
146,195,48,-170,48,122,204,566,458,380,351,273
131,175,43,-153,43,109,195,566,458,390,341,263
126,165,39,-146,43,102,195,566,458,390,341,263
122,156,34,-139,43,95,195,566,458,390,341,263
117,146,29,-131,43,87,195,566,458,390,341,263
136,170,34,-153,51,102,204,575,473,395,356,268
156,185,29,-170,63,107,204,575,478,400,361,273
175,200,24,-187,75,112,204,575,483,405,366,278
195,214,19,-204,87,117,204,575,488,409,370,283
204,224,19,-214,92,122,204,575,497,419,375,287
204,234,29,-219,87,131,204,575,497,419,380,292
