I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-273,-107,165,190,-219,29,107,58,39,29,29,48
-273,-107,165,190,-219,29,107,58,39,29,29,48
-273,-107,165,190,-219,29,107,58,39,29,29,48
-273,-107,165,190,-219,29,107,58,39,29,29,48
-273,-107,165,190,-219,29,107,58,39,29,29,48
-273,-107,165,190,-219,29,107,58,39,29,29,48
-273,-107,165,190,-219,29,107,58,39,29,29,48
-273,-107,165,190,-219,29,107,58,39,29,29,48
-273,-107,165,190,-219,29,107,58,39,29,39,58
-273,-107,165,190,-219,29,107,58,39,29,39,58
-273,-107,165,190,-219,29,107,58,39,29,39,58
-273,-107,165,190,-219,29,107,58,39,29,39,58
-273,-97,175,185,-224,39,107,58,39,39,29,48
-273,-97,175,185,-224,39,107,58,39,39,29,48
-273,-97,175,185,-224,39,107,58,39,39,29,48
-273,-97,175,185,-224,39,107,58,39,39,29,48
-283,-107,175,195,-229,34,97,58,39,34,29,48
-283,-107,175,195,-229,34,97,58,39,29,29,48
-283,-107,175,195,-229,34,97,58,39,24,29,48
-283,-107,175,195,-229,34,97,58,39,19,29,48
-283,-97,185,190,-234,43,97,48,39,29,29,48
-283,-97,185,190,-234,43,97,48,39,29,29,48
-283,-97,185,190,-234,43,97,48,39,29,29,48
-283,-97,185,190,-234,43,97,48,39,29,29,48
-283,-97,185,190,-234,43,97,58,39,29,39,58
-283,-97,185,190,-234,43,97,58,39,29,39,58
-283,-97,185,190,-234,43,97,58,39,29,39,58
-283,-97,185,190,-234,43,97,58,39,29,39,58
-292,-97,195,195,-244,48,97,58,39,29,29,48
-292,-97,195,195,-244,48,97,58,39,29,29,48
-292,-97,195,195,-244,48,97,58,39,29,29,48
-292,-97,195,195,-244,48,97,58,39,29,29,48
-283,-107,175,195,-229,34,97,48,29,29,39,58
-283,-107,175,195,-229,34,97,48,29,29,39,58
-283,-107,175,195,-229,34,97,48,29,29,39,58
-283,-107,175,195,-229,34,97,48,29,29,39,58
-273,-97,175,185,-224,39,97,48,29,29,39,48
-273,-97,175,185,-224,39,97,48,29,29,39,48
-273,-97,175,185,-224,39,97,48,29,29,39,48
-273,-97,175,185,-224,39,97,48,29,29,39,48
-263,-97,165,180,-214,34,87,48,19,19,29,39
-263,-97,165,180,-214,34,87,48,19,19,29,39
-263,-97,165,180,-214,34,87,48,19,19,29,39
-263,-97,165,180,-214,34,87,48,19,19,29,39
-253,-87,165,170,-209,39,87,39,19,19,19,39
-253,-87,165,170,-209,39,87,39,19,19,19,39
-253,-87,165,170,-209,39,87,39,19,19,19,39
-253,-87,165,170,-209,39,87,39,19,19,19,39
-244,-92,151,168,-197,29,78,29,9,14,19,34
-244,-97,146,170,-195,24,78,29,9,9,19,29
-244,-102,141,173,-192,19,78,29,9,4,19,24
-244,-107,136,175,-190,14,78,29,9,0,19,19
-239,-107,131,173,-185,12,78,29,9,0,19,29
-234,-107,126,170,-180,9,78,29,9,0,19,29
-229,-107,122,168,-175,7,78,29,9,0,19,29
-224,-107,117,165,-170,4,78,29,9,0,19,29
-224,-97,126,161,-175,14,68,29,9,0,19,39
-224,-97,126,161,-175,14,68,29,9,0,19,39
-224,-97,126,161,-175,14,68,29,9,0,19,39
-224,-97,126,161,-175,14,68,29,9,0,19,39
-214,-87,126,151,-170,19,68,39,9,9,19,29
-214,-87,126,151,-170,19,68,39,9,9,19,29
-214,-87,126,151,-170,19,68,39,9,9,19,29
-214,-87,126,151,-170,19,68,39,9,9,19,29
-219,-97,122,158,-170,12,78,29,9,0,19,29
-224,-97,126,161,-175,14,78,29,9,0,19,29
-229,-97,131,163,-180,17,78,29,9,0,19,29
-234,-97,136,165,-185,19,78,29,9,0,19,29
-224,-87,136,156,-180,24,78,19,0,0,19,29
-224,-87,136,156,-180,24,78,19,0,0,19,29
-224,-87,136,156,-180,24,78,19,0,0,19,29
-224,-87,136,156,-180,24,78,19,0,0,19,29
-224,-87,136,156,-180,24,68,29,9,0,19,29
-224,-87,136,156,-180,24,68,29,9,0,19,29
-224,-87,136,156,-180,24,68,29,9,0,19,29
-224,-87,136,156,-180,24,68,29,9,0,19,29
-224,-87,136,156,-180,24,68,29,0,0,19,29
-224,-87,136,156,-180,24,68,29,0,0,19,29
-224,-87,136,156,-180,24,68,29,0,0,19,29
-224,-87,136,156,-180,24,68,29,0,0,19,29
-224,-87,136,156,-180,24,68,29,0,0,19,39
-224,-87,136,156,-180,24,68,29,0,0,19,39
-224,-87,136,156,-180,24,68,29,0,0,19,39
-224,-87,136,156,-180,24,68,29,0,0,19,39
-234,-87,146,161,-190,29,68,29,9,0,19,29
-234,-87,146,161,-190,29,68,29,9,0,19,29
-234,-87,146,161,-190,29,68,29,9,0,19,29
-234,-87,146,161,-190,29,68,29,9,0,19,29
-234,-97,136,165,-185,19,68,29,0,0,9,29
-234,-97,136,165,-185,19,68,29,0,0,9,29
