I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-9,-24,-14,17,2,-19,-53,29,34,29,-14,0
-14,-24,-9,19,-2,-17,-53,29,24,29,-14,0
-14,-24,-9,19,-2,-17,-53,39,24,29,-14,0
-9,-24,-14,17,2,-19,-53,39,19,29,-9,0
-19,-34,-14,26,-2,-24,-63,34,29,29,-9,0
-14,-34,-19,24,2,-26,-58,34,34,24,-9,0
-14,-34,-19,24,2,-26,-58,34,34,19,-9,0
-24,-34,-9,29,-7,-21,-58,34,39,19,-4,0
-4,-39,-34,21,14,-36,-53,43,43,24,4,0
4,-43,-48,19,26,-46,-48,43,24,34,4,0
-4,-53,-48,29,21,-51,-43,43,29,43,4,0
-4,-58,-53,31,24,-56,-43,43,34,48,4,0
-4,-53,-48,29,21,-51,-43,43,43,34,-9,0
-9,-53,-43,31,17,-48,-48,43,43,29,-9,0
-14,-53,-39,34,12,-46,-48,43,34,24,-9,0
-29,-58,-29,43,0,-43,-48,43,43,19,-9,0
-19,-68,-48,43,14,-58,-43,53,53,29,0,0
-14,-68,-53,41,19,-61,-39,53,53,39,0,0
-14,-68,-53,41,19,-61,-34,53,48,48,0,0
-14,-53,-39,34,12,-46,-29,53,43,58,0,0
-24,-53,-29,39,2,-41,-24,63,43,68,14,0
-24,-63,-39,43,7,-51,-29,63,43,68,19,0
-24,-63,-39,43,7,-51,-34,63,48,68,24,0
-24,-63,-39,43,7,-51,-29,63,48,68,29,0
-14,-53,-39,34,12,-46,-19,63,43,63,14,0
-14,-43,-29,29,7,-36,-19,63,43,58,9,0
-14,-53,-39,34,12,-46,-24,63,43,53,4,0
-14,-53,-39,34,12,-46,-24,63,48,48,0,0
-19,-58,-39,39,9,-48,-14,63,39,39,-9,0
-24,-68,-43,46,9,-56,-19,68,34,39,-9,0
-29,-73,-43,51,7,-58,-19,73,34,34,-9,0
-24,-82,-58,53,17,-70,-14,78,34,34,-14,0
-29,-92,-63,61,17,-78,-14,78,43,34,-19,0
-24,-92,-68,58,21,-80,-4,73,43,34,-19,0
-14,-97,-82,56,34,-90,4,73,43,39,-14,0
-9,-97,-87,53,39,-92,14,78,43,39,-14,0
-19,-107,-87,63,34,-97,14,78,43,39,-14,0
-19,-107,-87,63,34,-97,19,78,43,39,-14,0
-19,-107,-87,63,34,-97,19,78,43,39,-14,0
-19,-107,-87,63,34,-97,24,82,43,39,-14,0
-14,-102,-87,58,36,-95,24,73,43,39,-4,0
-14,-102,-87,58,36,-95,24,68,43,39,-4,0
-9,-102,-92,56,41,-97,29,68,43,39,-9,0
-9,-107,-97,58,43,-102,29,68,39,39,-9,0
-4,-92,-87,48,41,-90,19,73,48,43,-4,0
-4,-82,-78,43,36,-80,19,73,48,48,0,0
-4,-78,-73,41,34,-75,24,73,48,53,9,0
-4,-73,-68,39,31,-70,29,78,53,58,14,0
-4,-73,-68,39,31,-70,24,68,58,53,14,0
-9,-73,-63,41,26,-68,24,68,58,53,14,0
