I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-87,29,117,29,-102,73,-48,146,488,575,351,-29
-87,29,117,29,-102,73,-48,146,488,575,351,-29
-87,29,117,29,-102,73,-48,146,488,575,351,-29
-87,29,117,29,-102,73,-48,146,488,575,351,-29
-73,29,102,21,-87,65,-48,161,502,590,366,-24
-68,29,97,19,-82,63,-48,165,517,605,370,-19
-63,29,92,17,-78,61,-48,170,531,619,375,-14
-58,29,87,14,-73,58,-48,175,546,634,380,-9
-78,19,97,29,-87,58,-43,195,561,649,390,-9
-87,19,107,34,-97,63,-39,204,575,663,390,-9
-97,19,117,39,-107,68,-34,214,590,678,390,-9
-107,19,126,43,-117,73,-29,224,605,692,390,-9
-97,24,122,36,-109,73,-19,244,619,712,405,4
-87,29,117,29,-102,73,-9,253,634,722,409,9
-78,34,112,21,-95,73,0,263,649,732,414,14
-68,39,107,14,-87,73,9,273,663,741,419,19
-78,34,112,21,-95,73,19,287,678,756,419,19
-78,29,107,24,-92,68,19,292,683,761,419,19
-78,24,102,26,-90,63,19,297,688,766,419,19
-78,19,97,29,-87,58,19,302,692,771,419,19
-78,19,97,29,-87,58,29,312,707,775,419,29
-78,19,97,29,-87,58,29,312,712,780,419,29
-78,19,97,29,-87,58,29,312,717,785,419,29
-78,19,97,29,-87,58,29,312,722,790,419,29
-63,34,97,14,-80,65,39,326,727,790,429,34
-58,39,97,9,-78,68,39,331,732,790,429,39
-53,43,97,4,-75,70,39,336,736,790,429,43
-48,48,97,0,-73,73,39,341,741,790,429,48
-58,58,117,0,-87,87,43,351,736,775,419,53
-58,58,117,0,-87,87,48,351,732,771,419,58
-58,58,117,0,-87,87,53,351,727,766,419,63
-58,58,117,0,-87,87,58,351,722,761,419,68
-48,68,117,-9,-82,92,68,346,697,732,405,78
-48,68,117,-9,-82,92,68,341,683,712,400,78
-48,68,117,-9,-82,92,68,336,668,692,395,78
-48,68,117,-9,-82,92,68,331,653,673,390,78
-63,78,141,-7,-102,109,82,322,624,639,370,82
-68,78,146,-4,-107,112,87,322,605,614,361,87
-73,78,151,-2,-112,114,92,322,585,590,351,92
-78,78,156,0,-117,117,97,322,566,566,341,97
-63,78,141,-7,-102,109,107,302,527,531,322,82
-58,78,136,-9,-97,107,107,292,497,497,302,78
-53,78,131,-12,-92,104,107,283,468,463,283,73
-48,78,126,-14,-87,102,107,273,439,429,263,68
-53,68,122,-7,-87,95,107,258,405,390,239,58
-58,68,126,-4,-92,97,107,244,380,361,224,48
-63,68,131,-2,-97,100,107,229,356,331,209,39
-68,68,136,0,-102,102,107,214,331,302,195,29
-68,48,117,9,-92,82,97,195,302,268,175,9
