I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-39,-68,-29,53,-4,-48,156,458,517,546,380,195
-39,-68,-29,53,-4,-48,156,458,517,546,380,195
-39,-68,-29,53,-4,-48,156,458,517,546,380,195
-39,-68,-29,53,-4,-48,156,458,517,546,380,195
-29,-68,-39,48,4,-53,146,468,517,556,395,204
-29,-68,-39,48,4,-53,146,468,517,556,400,214
-29,-68,-39,48,4,-53,146,468,517,556,405,224
-29,-68,-39,48,4,-53,146,468,517,556,409,234
-29,-58,-29,43,0,-43,146,463,502,546,400,224
-29,-58,-29,43,0,-43,146,458,497,536,400,224
-29,-58,-29,43,0,-43,146,453,492,527,400,224
-29,-58,-29,43,0,-43,146,448,488,517,400,224
-29,-58,-29,43,0,-43,146,429,463,492,380,219
-29,-58,-29,43,0,-43,146,419,448,468,361,214
-29,-58,-29,43,0,-43,146,409,434,444,341,209
-29,-58,-29,43,0,-43,146,400,419,419,322,204
-34,-68,-34,51,0,-51,136,380,395,390,297,185
-39,-68,-29,53,-4,-48,136,361,370,361,273,165
-43,-68,-24,56,-9,-46,136,341,346,331,248,146
-48,-68,-19,58,-14,-43,136,322,322,302,224,126
-53,-78,-24,65,-14,-51,131,302,297,263,190,107
-58,-87,-29,73,-14,-58,126,283,273,234,165,97
-63,-97,-34,80,-14,-65,122,263,248,204,141,87
-68,-107,-39,87,-14,-73,117,244,224,175,117,78
-73,-112,-39,92,-17,-75,117,229,200,146,92,63
-78,-117,-39,97,-19,-78,117,214,185,126,78,48
-82,-122,-39,102,-21,-80,117,200,170,107,63,34
-87,-126,-39,107,-24,-82,117,185,156,87,48,19
-92,-141,-48,117,-21,-95,117,175,136,73,34,14
-97,-146,-48,122,-24,-97,117,165,126,58,19,9
-102,-151,-48,126,-26,-100,117,156,117,43,4,4
-107,-156,-48,131,-29,-102,117,146,107,29,-9,0
-107,-161,-53,134,-26,-107,117,131,92,19,-24,-9
-107,-165,-58,136,-24,-112,117,126,87,9,-29,-19
-107,-170,-63,139,-21,-117,117,122,82,0,-34,-29
-107,-175,-68,141,-19,-122,117,117,78,-9,-39,-39
-117,-185,-68,151,-24,-126,117,112,63,-24,-48,-34
-117,-185,-68,151,-24,-126,117,107,58,-29,-48,-29
-117,-185,-68,151,-24,-126,117,102,53,-34,-48,-24
-117,-185,-68,151,-24,-126,117,97,48,-39,-48,-19
-117,-185,-68,151,-24,-126,117,87,39,-43,-53,-29
-117,-185,-68,151,-24,-126,117,87,39,-48,-58,-39
-117,-185,-68,151,-24,-126,117,87,39,-53,-63,-48
-117,-185,-68,151,-24,-126,117,87,39,-58,-68,-58
-117,-195,-78,156,-19,-136,117,78,29,-68,-68,-53
-117,-195,-78,156,-19,-136,117,78,29,-68,-68,-48
-117,-195,-78,156,-19,-136,117,78,29,-68,-68,-43
-117,-195,-78,156,-19,-136,117,78,29,-68,-68,-39
-126,-204,-78,165,-24,-141,117,78,29,-78,-68,-43
-126,-204,-78,165,-24,-141,117,78,29,-78,-68,-48
-126,-204,-78,165,-24,-141,117,78,29,-78,-68,-53
-126,-204,-78,165,-24,-141,117,78,29,-78,-68,-58
-126,-204,-78,165,-24,-141,117,78,29,-78,-78,-48
-126,-204,-78,165,-24,-141,117,78,29,-78,-78,-48
-126,-204,-78,165,-24,-141,117,78,29,-78,-78,-48
-126,-204,-78,165,-24,-141,117,78,29,-78,-78,-48
-126,-190,-63,158,-31,-126,112,73,14,-82,-82,-63
-126,-175,-48,151,-39,-112,107,68,9,-87,-87,-68
-126,-161,-34,143,-46,-97,102,63,4,-92,-92,-73
-126,-146,-19,136,-53,-82,97,58,0,-97,-97,-78
-126,-126,0,126,-63,-63,92,53,-9,-102,-102,-82
-126,-117,9,122,-68,-53,87,48,-9,-107,-107,-87
-126,-107,19,117,-73,-43,82,43,-9,-112,-112,-92
-126,-97,29,112,-78,-34,78,39,-9,-117,-117,-97
-126,-92,34,109,-80,-29,68,29,-19,-126,-117,-102
-126,-87,39,107,-82,-24,68,29,-19,-126,-117,-107
-126,-82,43,104,-85,-19,68,29,-19,-126,-117,-112
-126,-78,48,102,-87,-14,68,29,-19,-126,-117,-117
-126,-68,58,97,-92,-4,68,29,-19,-136,-117,-117
-126,-68,58,97,-92,-4,68,29,-19,-136,-117,-117
-126,-68,58,97,-92,-4,68,29,-19,-136,-117,-117
-126,-68,58,97,-92,-4,68,29,-19,-136,-117,-117
