I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
87,78,-9,-82,48,34,19,19,-39,-48,-78,-68
87,78,-9,-82,48,34,19,19,-39,-48,-78,-68
87,78,-9,-82,48,34,19,19,-39,-48,-78,-68
87,78,-9,-82,48,34,19,19,-39,-48,-78,-68
87,63,-24,-75,56,19,19,9,-43,-63,-87,-73
87,58,-29,-73,58,14,19,9,-48,-68,-87,-78
87,53,-34,-70,61,9,19,9,-53,-73,-87,-82
87,48,-39,-68,63,4,19,9,-58,-78,-87,-87
87,58,-29,-73,58,14,29,9,-53,-63,-78,-78
87,68,-19,-78,53,24,29,9,-48,-58,-78,-78
87,78,-9,-82,48,34,29,9,-43,-53,-78,-78
87,87,0,-87,43,43,29,9,-39,-48,-78,-78
78,92,14,-85,31,53,34,19,-34,-43,-68,-73
78,97,19,-87,29,58,39,19,-29,-39,-58,-68
78,102,24,-90,26,63,43,19,-24,-34,-48,-63
78,107,29,-92,24,68,48,19,-19,-29,-39,-58
63,92,29,-78,17,61,34,4,-34,-34,-48,-73
58,78,19,-68,19,48,29,0,-39,-39,-58,-78
53,63,9,-58,21,36,24,-4,-43,-43,-68,-82
48,48,0,-48,24,24,19,-9,-48,-48,-78,-87
58,63,4,-61,26,34,24,0,-39,-48,-78,-82
68,78,9,-73,29,43,29,0,-39,-48,-78,-78
78,92,14,-85,31,53,34,0,-39,-48,-78,-73
87,107,19,-97,34,63,39,0,-39,-48,-78,-68
82,107,24,-95,29,65,39,0,-48,-48,-78,-73
78,107,29,-92,24,68,39,0,-48,-48,-78,-78
73,107,34,-90,19,70,39,0,-48,-48,-78,-82
68,107,39,-87,14,73,39,0,-48,-48,-78,-87
68,97,29,-82,19,63,39,0,-58,-58,-92,-97
68,87,19,-78,24,53,39,0,-58,-58,-97,-97
68,78,9,-73,29,43,39,0,-58,-58,-102,-97
68,68,0,-68,34,34,39,0,-58,-58,-107,-97
58,58,0,-58,29,29,39,0,-48,-68,-97,-87
58,58,0,-58,29,29,39,0,-48,-68,-97,-87
58,58,0,-58,29,29,39,0,-48,-68,-97,-87
58,58,0,-58,29,29,39,0,-48,-68,-97,-87
63,48,-14,-56,39,17,48,4,-39,-58,-107,-87
68,48,-19,-58,43,14,48,9,-39,-58,-107,-87
73,48,-24,-61,48,12,48,14,-39,-58,-107,-87
78,48,-29,-63,53,9,48,19,-39,-58,-107,-87
78,58,-19,-68,48,19,53,29,-39,-68,-107,-87
78,58,-19,-68,48,19,58,29,-39,-68,-107,-87
78,58,-19,-68,48,19,63,29,-39,-68,-107,-87
78,58,-19,-68,48,19,68,29,-39,-68,-107,-87
68,68,0,-68,34,34,73,39,-29,-53,-102,-78
68,68,0,-68,34,34,78,39,-29,-48,-97,-78
68,68,0,-68,34,34,82,39,-29,-43,-92,-78
68,68,0,-68,34,34,87,39,-29,-39,-87,-78
58,58,0,-58,29,29,78,29,-34,-53,-102,-82
48,48,0,-48,24,24,78,29,-39,-58,-107,-87
39,39,0,-39,19,19,78,29,-43,-63,-112,-92
29,29,0,-29,14,14,78,29,-48,-68,-117,-97
53,39,-14,-46,34,12,92,34,-43,-63,-112,-92
68,48,-19,-58,43,14,97,39,-39,-58,-107,-87
82,58,-24,-70,53,17,102,43,-34,-53,-102,-82
97,68,-29,-82,63,19,107,48,-29,-48,-97,-78
97,73,-24,-85,61,24,107,58,-19,-58,-87,-68
97,78,-19,-87,58,29,107,58,-19,-58,-87,-68
97,82,-14,-90,56,34,107,58,-19,-58,-87,-68
97,87,-9,-92,53,39,107,58,-19,-58,-87,-68
78,63,-14,-70,46,24,97,48,-29,-73,-97,-78
68,48,-19,-58,43,14,87,39,-39,-78,-107,-87
58,34,-24,-46,41,4,78,29,-48,-82,-117,-97
48,19,-29,-34,39,-4,68,19,-58,-87,-126,-107
48,24,-24,-36,36,0,63,19,-68,-87,-126,-107
48,29,-19,-39,34,4,58,19,-68,-87,-126,-107
48,34,-14,-41,31,9,53,19,-68,-87,-126,-107
48,39,-9,-43,29,14,48,19,-68,-87,-126,-107
43,29,-14,-36,29,7,48,9,-58,-78,-122,-102
39,29,-9,-34,24,9,48,9,-58,-78,-117,-97
34,29,-4,-31,19,12,48,9,-58,-78,-112,-92
29,29,0,-29,14,14,48,9,-58,-78,-107,-87
19,29,9,-24,4,19,58,0,-68,-78,-117,-97
19,29,9,-24,4,19,58,0,-68,-78,-117,-97
19,29,9,-24,4,19,58,0,-68,-78,-117,-97
19,29,9,-24,4,19,58,0,-68,-78,-117,-97
9,29,19,-19,-4,24,48,-9,-68,-87,-126,-97
9,29,19,-19,-4,24,48,-9,-68,-87,-126,-97
9,29,19,-19,-4,24,48,-9,-68,-87,-126,-97
9,29,19,-19,-4,24,48,-9,-68,-87,-126,-97
14,39,24,-26,-4,31,43,-14,-73,-92,-136,-112
19,39,19,-29,0,29,39,-19,-78,-97,-136,-117
24,39,14,-31,4,26,34,-24,-82,-102,-136,-122
29,39,9,-34,9,24,29,-29,-87,-107,-136,-126
24,39,14,-31,4,26,34,-24,-82,-102,-126,-122
19,39,19,-29,0,29,39,-19,-78,-97,-126,-117
14,39,24,-26,-4,31,43,-14,-73,-92,-126,-112
9,39,29,-24,-9,34,48,-9,-68,-87,-126,-107
0,29,29,-14,-14,29,48,-9,-78,-97,-136,-107
0,29,29,-14,-14,29,48,-9,-78,-97,-136,-107
0,29,29,-14,-14,29,48,-9,-78,-97,-136,-107
0,29,29,-14,-14,29,48,-9,-78,-97,-136,-107
-14,4,19,4,-17,12,39,-24,-82,-102,-141,-122
-19,-9,9,14,-14,0,29,-29,-87,-107,-146,-126
-24,-24,0,24,-12,-12,19,-34,-92,-112,-151,-131
-29,-39,-9,34,-9,-24,9,-39,-97,-117,-156,-136
-9,-19,-9,14,0,-14,24,-24,-82,-112,-151,-122
9,0,-9,-4,9,-4,29,-19,-78,-107,-146,-117
29,19,-9,-24,19,4,34,-14,-73,-102,-141,-112
48,39,-9,-43,29,14,39,-9,-68,-97,-136,-107
39,39,0,-39,19,19,43,0,-78,-97,-136,-117
29,39,9,-34,9,24,48,0,-78,-97,-136,-117
19,39,19,-29,0,29,53,0,-78,-97,-136,-117
9,39,29,-24,-9,34,58,0,-78,-97,-136,-117
14,24,9,-19,2,17,48,0,-68,-87,-136,-107
19,19,0,-19,9,9,48,0,-68,-87,-136,-107
24,14,-9,-19,17,2,48,0,-68,-87,-136,-107
29,9,-19,-19,24,-4,48,0,-68,-87,-136,-107
29,0,-29,-14,29,-14,58,0,-78,-92,-146,-117
29,0,-29,-14,29,-14,58,0,-78,-97,-146,-117
29,0,-29,-14,29,-14,58,0,-78,-102,-146,-117
29,0,-29,-14,29,-14,58,0,-78,-107,-146,-117
9,9,0,-9,4,4,63,14,-63,-97,-131,-112
0,9,9,-4,-4,9,68,19,-58,-87,-126,-107
-9,9,19,0,-14,14,73,24,-53,-78,-122,-102
-19,9,29,4,-24,19,78,29,-48,-68,-117,-97
-4,4,9,0,-7,7,78,24,-53,-82,-122,-102
9,0,-9,-4,9,-4,78,19,-58,-87,-126,-107
24,-4,-29,-9,26,-17,78,14,-63,-92,-131,-112
39,-9,-48,-14,43,-29,78,9,-68,-97,-136,-117
29,-4,-34,-12,31,-19,87,14,-63,-82,-122,-102
29,0,-29,-14,29,-14,87,19,-58,-78,-117,-97
29,4,-24,-17,26,-9,87,24,-53,-73,-112,-92
29,9,-19,-19,24,-4,87,29,-48,-68,-107,-87
19,9,-9,-14,14,0,97,29,-48,-68,-107,-87
9,9,0,-9,4,4,97,29,-48,-68,-107,-87
0,9,9,-4,-4,9,97,29,-48,-68,-107,-87
-9,9,19,0,-14,14,97,29,-48,-68,-107,-87
-9,4,14,2,-12,9,97,19,-58,-78,-117,-97
-9,0,9,4,-9,4,97,19,-58,-78,-117,-97
-9,-4,4,7,-7,0,97,19,-58,-78,-117,-97
-9,-9,0,9,-4,-4,97,19,-58,-78,-117,-97
9,4,-4,-7,7,0,87,19,-58,-78,-117,-97
19,19,0,-19,9,9,87,19,-58,-78,-117,-97
29,34,4,-31,12,19,87,19,-58,-78,-117,-97
39,48,9,-43,14,29,87,19,-58,-78,-117,-97
24,34,9,-29,7,21,82,14,-68,-78,-117,-87
9,29,19,-19,-4,24,78,9,-68,-78,-117,-87
-4,24,29,-9,-17,26,73,4,-68,-78,-117,-87
-19,19,39,0,-29,29,68,0,-68,-78,-117,-87
-9,14,24,-2,-17,19,53,-14,-82,-87,-131,-102
-9,9,19,0,-14,14,48,-19,-87,-97,-136,-107
-9,4,14,2,-12,9,43,-24,-92,-107,-141,-112
-9,0,9,4,-9,4,39,-29,-97,-117,-146,-117
4,24,19,-14,-7,21,48,-19,-92,-107,-131,-102
19,39,19,-29,0,29,48,-19,-87,-97,-126,-97
34,53,19,-43,7,36,48,-19,-82,-87,-122,-92
48,68,19,-58,14,43,48,-19,-78,-78,-117,-87
14,43,29,-29,-7,36,48,-19,-78,-87,-126,-97
-9,29,39,-9,-24,34,48,-19,-78,-87,-126,-97
-34,14,48,9,-41,31,48,-19,-78,-87,-126,-97
-58,0,58,29,-58,29,48,-19,-78,-87,-126,-97
-48,0,48,24,-48,24,43,-29,-82,-92,-131,-112
-39,0,39,19,-39,19,39,-29,-87,-97,-136,-117
-29,0,29,14,-29,14,34,-29,-92,-102,-141,-122
-19,0,19,9,-19,9,29,-29,-97,-107,-146,-126
-9,9,19,0,-14,14,39,-19,-97,-107,-146,-117
0,19,19,-9,-9,19,39,-19,-97,-107,-146,-117
9,29,19,-19,-4,24,39,-19,-97,-107,-146,-117
19,39,19,-29,0,29,39,-19,-97,-107,-146,-117
-4,14,19,-4,-12,17,29,-19,-87,-107,-136,-117
-19,0,19,9,-19,9,29,-19,-87,-107,-136,-117
-34,-14,19,24,-26,2,29,-19,-87,-107,-136,-117
-48,-29,19,39,-34,-4,29,-19,-87,-107,-136,-117
-39,-24,14,31,-26,-4,39,-19,-87,-107,-146,-117
-39,-19,19,29,-29,0,39,-19,-87,-107,-146,-117
-39,-14,24,26,-31,4,39,-19,-87,-107,-146,-117
-39,-9,29,24,-34,9,39,-19,-87,-107,-146,-117
-29,-14,14,21,-21,0,29,-19,-87,-117,-156,-126
-19,-19,0,19,-9,-9,29,-19,-87,-117,-156,-126
-9,-24,-14,17,2,-19,29,-19,-87,-117,-156,-126
0,-29,-29,14,14,-29,29,-19,-87,-117,-156,-126
4,-29,-34,12,19,-31,39,-14,-78,-107,-151,-122
9,-29,-39,9,24,-34,39,-9,-78,-107,-146,-117
14,-29,-43,7,29,-36,39,-4,-78,-107,-141,-112
19,-29,-48,4,34,-39,39,0,-78,-107,-136,-107
4,-29,-34,12,19,-31,43,0,-78,-107,-141,-112
0,-29,-29,14,14,-29,48,0,-78,-107,-146,-117
-4,-29,-24,17,9,-26,53,0,-78,-107,-151,-122
-9,-29,-19,19,4,-24,58,0,-78,-107,-156,-126
-9,-39,-29,24,9,-34,68,0,-78,-107,-146,-126
-9,-39,-29,24,9,-34,68,0,-78,-107,-146,-126
-9,-39,-29,24,9,-34,68,0,-78,-107,-146,-126
-9,-39,-29,24,9,-34,68,0,-78,-107,-146,-126
-9,-29,-19,19,4,-24,73,4,-73,-102,-141,-122
-9,-19,-9,14,0,-14,78,9,-68,-97,-136,-117
-9,-9,0,9,-4,-4,82,14,-63,-92,-131,-112
-9,0,9,4,-9,4,87,19,-58,-87,-126,-107
-29,-9,19,19,-24,4,78,14,-58,-82,-117,-102
-39,-19,19,29,-29,0,78,9,-58,-78,-117,-97
-48,-29,19,39,-34,-4,78,4,-58,-73,-117,-92
-58,-39,19,48,-39,-9,78,0,-58,-68,-117,-87
-53,-19,34,36,-43,7,87,9,-48,-58,-112,-82
-48,-9,39,29,-43,14,87,9,-48,-58,-107,-78
-43,0,43,21,-43,21,87,9,-48,-58,-102,-73
