I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-58,-87,-29,73,-14,-58,-19,761,273,-68,117,-175
-58,-87,-29,73,-14,-58,-19,761,273,-68,117,-175
-58,-87,-29,73,-14,-58,-19,761,273,-68,117,-175
-58,-87,-29,73,-14,-58,-19,761,273,-68,117,-175
-78,-87,-9,82,-34,-48,-14,756,273,-63,126,-175
-87,-87,0,87,-43,-43,-9,751,273,-58,126,-175
-97,-87,9,92,-53,-39,-4,746,273,-53,126,-175
-107,-87,19,97,-63,-34,0,741,273,-48,126,-175
-112,-92,19,102,-65,-36,9,736,283,-48,117,-185
-117,-97,19,107,-68,-39,9,732,283,-48,117,-195
-122,-102,19,112,-70,-41,9,727,283,-48,117,-204
-126,-107,19,117,-73,-43,9,722,283,-48,117,-214
-136,-102,34,119,-85,-34,19,712,283,-39,107,-229
-136,-97,39,117,-87,-29,19,702,283,-39,107,-234
-136,-92,43,114,-90,-24,19,692,283,-39,107,-239
-136,-87,48,112,-92,-19,19,683,283,-39,107,-244
-141,-87,53,114,-97,-17,9,668,283,-43,97,-263
-146,-87,58,117,-102,-14,9,663,283,-48,87,-273
-151,-87,63,119,-107,-12,9,658,283,-53,78,-283
-156,-87,68,122,-112,-9,9,653,283,-58,68,-292
-165,-97,68,131,-117,-14,14,639,283,-58,68,-302
-165,-97,68,131,-117,-14,19,634,283,-58,68,-302
-165,-97,68,131,-117,-14,24,629,283,-58,68,-302
-165,-97,68,131,-117,-14,29,624,283,-58,68,-302
-180,-102,78,141,-129,-12,39,614,283,-58,53,-322
-185,-107,78,146,-131,-14,39,614,283,-58,48,-331
-190,-112,78,151,-134,-17,39,614,283,-58,43,-341
-195,-117,78,156,-136,-19,39,614,283,-58,39,-351
-185,-112,73,148,-129,-19,39,614,292,-48,48,-361
-185,-107,78,146,-131,-14,39,614,292,-48,48,-361
-185,-102,82,143,-134,-9,39,614,292,-48,48,-361
-185,-97,87,141,-136,-4,39,614,292,-48,48,-361
-195,-102,92,148,-143,-4,39,614,292,-53,48,-370
-195,-107,87,151,-141,-9,39,614,292,-58,48,-370
-195,-112,82,153,-139,-14,39,614,292,-63,48,-370
-195,-117,78,156,-136,-19,39,614,292,-68,48,-370
-200,-126,73,163,-136,-26,29,629,302,-58,39,-375
-204,-126,78,165,-141,-24,29,634,302,-58,39,-380
-209,-126,82,168,-146,-21,29,639,302,-58,39,-385
-214,-126,87,170,-151,-19,29,644,302,-58,39,-390
-224,-126,97,175,-161,-14,34,649,297,-63,39,-395
-224,-126,97,175,-161,-14,39,653,292,-68,39,-400
-224,-126,97,175,-161,-14,43,658,287,-73,39,-405
-224,-126,97,175,-161,-14,48,663,283,-78,39,-409
-214,-126,87,170,-151,-19,48,678,297,-63,48,-419
-214,-126,87,170,-151,-19,48,683,302,-58,48,-419
-214,-126,87,170,-151,-19,48,688,307,-53,48,-419
-214,-126,87,170,-151,-19,48,692,312,-48,48,-419
-224,-136,87,180,-156,-24,48,702,307,-48,48,-409
-224,-136,87,180,-156,-24,48,702,302,-48,48,-409
-224,-136,87,180,-156,-24,48,702,297,-48,48,-409
-224,-136,87,180,-156,-24,48,702,292,-48,48,-409
-234,-146,87,190,-161,-29,48,702,292,-48,43,-419
-234,-146,87,190,-161,-29,48,702,292,-48,39,-429
-234,-146,87,190,-161,-29,48,702,292,-48,34,-439
-234,-146,87,190,-161,-29,48,702,292,-48,29,-448
-229,-136,92,183,-161,-21,39,712,292,-58,29,-448
-224,-136,87,180,-156,-24,39,712,292,-58,29,-448
-219,-136,82,178,-151,-26,39,712,292,-58,29,-448
-214,-136,78,175,-146,-29,39,712,292,-58,29,-448
-219,-146,73,183,-146,-36,48,702,283,-53,29,-463
-224,-146,78,185,-151,-34,48,702,283,-48,29,-468
-229,-146,82,187,-156,-31,48,702,283,-43,29,-473
-234,-146,87,190,-161,-29,48,702,283,-39,29,-478
-234,-156,78,195,-156,-39,39,697,283,-48,24,-492
-234,-156,78,195,-156,-39,39,692,283,-48,19,-497
-234,-156,78,195,-156,-39,39,688,283,-48,14,-502
-234,-156,78,195,-156,-39,39,683,283,-48,9,-507
-244,-156,87,200,-165,-34,48,683,283,-43,19,-497
-244,-156,87,200,-165,-34,48,683,283,-39,29,-497
-244,-156,87,200,-165,-34,48,683,283,-34,39,-497
-244,-156,87,200,-165,-34,48,683,283,-29,48,-497
-244,-165,78,204,-161,-43,39,683,278,-34,39,-512
-244,-165,78,204,-161,-43,39,683,273,-39,29,-517
-244,-165,78,204,-161,-43,39,683,268,-43,19,-522
-244,-165,78,204,-161,-43,39,683,263,-48,9,-527
