I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
107,48,-58,-78,82,-4,68,263,361,283,165,97
107,48,-58,-78,82,-4,68,263,361,283,165,97
107,48,-58,-78,82,-4,68,263,361,283,165,97
107,48,-58,-78,82,-4,68,263,361,283,165,97
107,58,-48,-82,78,4,68,273,370,297,170,97
107,58,-48,-82,78,4,68,273,380,302,175,97
107,58,-48,-82,78,4,68,273,390,307,180,97
107,58,-48,-82,78,4,68,273,400,312,185,97
112,53,-58,-82,85,-2,68,283,409,317,200,112
117,48,-68,-82,92,-9,68,283,409,322,204,117
122,43,-78,-82,100,-17,68,283,409,326,209,122
126,39,-87,-82,107,-24,68,283,409,331,214,126
131,29,-102,-80,117,-36,68,273,400,322,204,131
136,29,-107,-82,122,-39,68,273,400,322,204,136
141,29,-112,-85,126,-41,68,273,400,322,204,141
146,29,-117,-87,131,-43,68,273,400,322,204,146
136,53,-82,-95,109,-14,53,258,390,312,190,136
136,68,-68,-102,102,0,48,253,380,302,185,136
136,82,-53,-109,95,14,43,248,370,292,180,136
136,97,-39,-117,87,29,39,244,361,283,175,136
126,82,-43,-104,85,19,48,253,366,292,195,146
126,78,-48,-102,87,14,48,253,370,302,204,156
126,73,-53,-100,90,9,48,253,375,312,214,165
126,68,-58,-97,92,4,48,253,380,322,224,175
131,68,-63,-100,97,2,48,239,366,307,219,165
136,68,-68,-102,102,0,48,234,361,302,214,165
141,68,-73,-104,107,-2,48,229,356,297,209,165
146,68,-78,-107,112,-4,48,224,351,292,204,165
136,78,-58,-107,97,9,48,219,331,278,190,151
136,78,-58,-107,97,9,48,214,322,263,175,136
136,78,-58,-107,97,9,48,209,312,248,161,122
136,78,-58,-107,97,9,48,204,302,234,146,107
146,78,-68,-112,107,4,48,190,292,219,141,117
146,78,-68,-112,107,4,48,185,283,214,136,117
146,78,-68,-112,107,4,48,180,273,209,131,117
146,78,-68,-112,107,4,48,175,263,204,126,117
156,87,-68,-122,112,9,43,165,248,185,122,112
156,87,-68,-122,112,9,39,156,234,175,117,107
156,87,-68,-122,112,9,34,146,219,165,112,102
156,87,-68,-122,112,9,29,136,204,156,107,97
141,63,-78,-102,109,-7,39,126,190,146,97,107
136,48,-87,-92,112,-19,39,126,185,146,97,107
131,34,-97,-82,114,-31,39,126,180,146,97,107
126,19,-107,-73,117,-43,39,126,175,146,97,107
136,24,-112,-80,124,-43,29,117,156,126,82,102
136,29,-107,-82,122,-39,29,107,146,117,78,97
136,34,-102,-85,119,-34,29,97,136,107,73,92
136,39,-97,-87,117,-29,29,87,126,97,68,87
122,29,-92,-75,107,-31,39,82,117,78,58,78
117,29,-87,-73,102,-29,39,78,107,68,48,78
112,29,-82,-70,97,-26,39,73,97,58,39,78
107,29,-78,-68,92,-24,39,68,87,48,29,78
97,14,-82,-56,90,-34,43,63,68,39,14,63
87,9,-78,-48,82,-34,48,58,58,29,9,58
78,4,-73,-41,75,-34,53,53,48,19,4,53
68,0,-68,-34,68,-34,58,48,39,9,0,48
78,-4,-82,-36,80,-43,58,43,34,0,-9,29
78,-9,-87,-34,82,-48,58,39,29,-9,-19,19
78,-14,-92,-31,85,-53,58,34,24,-19,-29,9
78,-19,-97,-29,87,-58,58,29,19,-29,-39,0
68,-9,-78,-29,73,-43,58,19,14,-29,-29,-9
68,0,-68,-34,68,-34,58,19,9,-29,-29,-9
68,9,-58,-39,63,-24,58,19,4,-29,-29,-9
68,19,-48,-43,58,-14,58,19,0,-29,-29,-9
68,14,-53,-41,61,-19,58,19,9,-29,-29,-4
68,9,-58,-39,63,-24,58,19,9,-29,-29,0
68,4,-63,-36,65,-29,58,19,9,-29,-29,4
68,0,-68,-34,68,-34,58,19,9,-29,-29,9
78,4,-73,-41,75,-34,53,19,19,-19,-24,19
78,9,-68,-43,73,-29,48,19,19,-19,-19,19
78,14,-63,-46,70,-24,43,19,19,-19,-14,19
78,19,-58,-48,68,-19,39,19,19,-19,-9,19
87,9,-78,-48,82,-34,39,19,19,-9,-14,14
97,9,-87,-53,92,-39,39,19,19,-9,-19,9
107,9,-97,-58,102,-43,39,19,19,-9,-24,4
117,9,-107,-63,112,-48,39,19,19,-9,-29,0
107,0,-107,-53,107,-53,53,19,29,-9,-29,0
97,0,-97,-48,97,-48,58,19,29,-9,-29,0
87,0,-87,-43,87,-43,63,19,29,-9,-29,0
78,0,-78,-39,78,-39,68,19,29,-9,-29,0
78,-4,-82,-36,80,-43,78,29,19,-19,-39,9
78,-9,-87,-34,82,-48,78,29,19,-19,-39,9
78,-14,-92,-31,85,-53,78,29,19,-19,-39,9
78,-19,-97,-29,87,-58,78,29,19,-19,-39,9
73,-9,-82,-31,78,-46,87,29,19,-19,-39,9
68,-9,-78,-29,73,-43,87,29,19,-19,-39,9
63,-9,-73,-26,68,-41,87,29,19,-19,-39,9
