I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-48,53,102,-2,-75,78,43,48,68,82,78,87
-48,53,102,-2,-75,78,29,48,68,73,73,73
-53,48,102,2,-78,75,29,48,63,73,73,73
-53,48,102,2,-78,75,29,48,63,73,78,73
-39,68,107,-14,-73,87,48,63,78,82,97,87
-53,68,122,-7,-87,95,63,68,87,92,87,92
-63,53,117,4,-90,85,82,73,92,97,97,92
-63,53,117,4,-90,85,97,78,87,107,107,97
-68,73,141,-2,-104,107,92,63,97,107,102,87
-63,73,136,-4,-100,104,87,58,97,107,92,87
-82,48,131,17,-107,90,68,53,87,97,87,87
-87,63,151,12,-119,107,73,53,82,112,87,92
-53,68,122,-7,-87,95,87,63,87,107,102,97
-63,68,131,-2,-97,100,92,68,97,112,107,97
-68,63,131,2,-100,97,112,78,102,117,112,102
-82,63,146,9,-114,104,107,87,107,126,117,107
-82,48,131,17,-107,90,102,82,117,117,107,102
-87,53,141,17,-114,97,97,73,117,112,102,97
-97,63,161,17,-129,112,82,53,107,97,82,87
-102,48,151,26,-126,100,78,58,107,92,87,82
-82,63,146,9,-114,104,87,73,107,97,97,92
-68,78,146,-4,-107,112,87,78,107,102,102,97
-87,82,170,2,-129,126,102,82,122,107,102,97
-87,68,156,9,-122,112,122,92,107,112,102,97
-97,68,165,14,-131,117,131,117,156,161,141,146
-63,97,161,-17,-112,129,122,107,161,165,141,156
-92,63,156,14,-124,109,82,58,107,107,102,102
-122,34,156,43,-139,95,48,9,58,48,53,43
-68,78,146,-4,-107,112,78,48,63,63,73,63
-24,117,141,-46,-82,129,82,48,63,82,92,73
-73,48,122,12,-97,85,117,58,102,122,136,112
-131,-9,122,70,-126,56,175,126,151,200,214,175
-102,39,141,31,-122,90,165,146,180,234,239,195
-68,87,156,-9,-112,122,126,156,219,253,239,200
-73,97,170,-12,-122,134,78,170,234,278,258,195
-82,92,175,-4,-129,134,29,180,248,322,287,185
-19,136,156,-58,-87,146,43,278,317,439,414,258
78,239,161,-158,-41,200,39,317,395,575,566,366
92,273,180,-183,-43,226,19,302,488,741,727,512
53,244,190,-148,-68,217,34,366,658,966,956,692
102,302,200,-202,-48,251,0,434,834,1156,1151,858
