I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
126,-117,-244,-4,185,-180,-351,-273,-761,-634,312,370
126,-117,-244,-4,185,-180,-351,-273,-761,-634,312,370
126,-117,-244,-4,185,-180,-351,-273,-761,-634,312,370
126,-117,-244,-4,185,-180,-351,-273,-761,-634,312,370
97,-107,-204,4,151,-156,-297,-234,-707,-610,234,317
68,-107,-175,19,122,-141,-244,-195,-653,-585,165,263
39,-107,-146,34,92,-126,-190,-156,-600,-561,97,209
9,-107,-117,48,63,-112,-136,-117,-546,-536,29,156
-14,-87,-73,51,29,-80,-112,-92,-497,-502,-4,112
-29,-68,-39,48,4,-53,-97,-68,-448,-468,-39,68
-43,-48,-4,46,-19,-26,-82,-43,-400,-434,-73,24
-58,-29,29,43,-43,0,-68,-19,-351,-400,-107,-19
-68,-24,43,46,-56,9,-53,-29,-322,-366,-112,-34
-78,-19,58,48,-68,19,-39,-29,-292,-341,-117,-39
-87,-14,73,51,-80,29,-24,-29,-263,-317,-122,-43
-97,-9,87,53,-92,39,-9,-29,-234,-292,-126,-48
-87,-19,68,53,-78,24,4,-24,-204,-278,-112,-63
-87,-19,68,53,-78,24,9,-19,-185,-263,-107,-68
-87,-19,68,53,-78,24,14,-14,-165,-248,-102,-73
-87,-19,68,53,-78,24,19,-9,-146,-234,-97,-78
-102,-29,73,65,-87,21,34,-4,-141,-219,-107,-92
-117,-29,87,73,-102,29,39,0,-136,-214,-117,-97
-131,-29,102,80,-117,36,43,4,-131,-209,-126,-102
-146,-29,117,87,-131,43,48,9,-126,-204,-136,-107
-146,-39,107,92,-126,34,48,4,-117,-214,-126,-117
-146,-39,107,92,-126,34,48,0,-117,-214,-126,-117
-146,-39,107,92,-126,34,48,-4,-117,-214,-126,-117
-146,-39,107,92,-126,34,48,-9,-117,-214,-126,-117
-151,-34,117,92,-134,41,48,-9,-117,-204,-126,-131
-156,-29,126,92,-141,48,48,-9,-117,-204,-126,-136
-161,-24,136,92,-148,56,48,-9,-117,-204,-126,-141
-165,-19,146,92,-156,63,48,-9,-117,-204,-126,-146
-156,-24,131,90,-143,53,48,-14,-126,-204,-141,-146
-146,-29,117,87,-131,43,48,-19,-126,-204,-146,-146
-136,-34,102,85,-119,34,48,-24,-126,-204,-151,-146
-126,-39,87,82,-107,24,48,-29,-126,-204,-156,-146
-146,-39,107,92,-126,34,53,-19,-126,-214,-156,-136
-156,-39,117,97,-136,39,58,-19,-126,-214,-156,-136
-165,-39,126,102,-146,43,63,-19,-126,-214,-156,-136
-175,-39,136,107,-156,48,68,-19,-126,-214,-156,-136
-170,-34,136,102,-153,51,58,-24,-131,-219,-170,-151
-165,-29,136,97,-151,53,58,-29,-136,-224,-175,-156
-161,-24,136,92,-148,56,58,-34,-141,-229,-180,-161
-156,-19,136,87,-146,58,58,-39,-146,-234,-185,-165
-146,-19,126,82,-136,53,68,-34,-146,-224,-195,-175
-146,-19,126,82,-136,53,68,-29,-146,-224,-195,-175
-146,-19,126,82,-136,53,68,-24,-146,-224,-195,-175
-146,-19,126,82,-136,53,68,-19,-146,-224,-195,-175
-146,-9,136,78,-141,63,68,-19,-156,-229,-204,-175
-146,-9,136,78,-141,63,68,-19,-156,-234,-204,-175
-146,-9,136,78,-141,63,68,-19,-156,-239,-204,-175
-146,-9,136,78,-141,63,68,-19,-156,-244,-204,-175
-146,-19,126,82,-136,53,58,-29,-161,-248,-204,-190
-146,-19,126,82,-136,53,48,-29,-165,-253,-204,-195
-146,-19,126,82,-136,53,39,-29,-170,-258,-204,-200
-146,-19,126,82,-136,53,29,-29,-175,-263,-204,-204
-141,-24,117,82,-129,46,29,-19,-175,-258,-195,-214
-136,-29,107,82,-122,39,29,-19,-175,-253,-195,-214
-131,-34,97,82,-114,31,29,-19,-175,-248,-195,-214
-126,-39,87,82,-107,24,29,-19,-175,-244,-195,-214
-136,-24,112,80,-124,43,39,-14,-165,-234,-204,-214
-146,-19,126,82,-136,53,39,-9,-165,-234,-204,-214
-156,-14,141,85,-148,63,39,-4,-165,-234,-204,-214
-165,-9,156,87,-161,73,39,0,-165,-234,-204,-214
-165,-19,146,92,-156,63,39,-9,-180,-248,-214,-214
-165,-19,146,92,-156,63,39,-9,-185,-253,-214,-214
-165,-19,146,92,-156,63,39,-9,-190,-258,-214,-214
-165,-19,146,92,-156,63,39,-9,-195,-263,-214,-214
-156,-9,146,82,-151,68,39,-9,-204,-268,-204,-224
-146,-9,136,78,-141,63,39,-9,-204,-273,-204,-224
-136,-9,126,73,-131,58,39,-9,-204,-278,-204,-224
-126,-9,117,68,-122,53,39,-9,-204,-283,-204,-224
-141,-9,131,75,-136,61,48,4,-195,-273,-204,-234
-146,-9,136,78,-141,63,48,9,-195,-273,-204,-234
-151,-9,141,80,-146,65,48,14,-195,-273,-204,-234
-156,-9,146,82,-151,68,48,19,-195,-273,-204,-234
-146,-9,136,78,-141,63,58,4,-209,-287,-204,-244
-146,-9,136,78,-141,63,58,0,-214,-292,-204,-244
-146,-9,136,78,-141,63,58,-4,-219,-297,-204,-244
-146,-9,136,78,-141,63,58,-9,-224,-302,-204,-244
-151,-24,126,87,-139,51,73,-4,-234,-307,-219,-253
-156,-29,126,92,-141,48,78,0,-234,-312,-224,-253
-161,-34,126,97,-143,46,82,4,-234,-317,-229,-253
-165,-39,126,102,-146,43,87,9,-234,-322,-234,-253
-151,-24,126,87,-139,51,78,0,-248,-346,-244,-258
-146,-19,126,82,-136,53,78,0,-263,-361,-244,-263
