I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-292,-146,146,219,-219,0,458,165,-165,-497,-263,-224
-292,-146,146,219,-219,0,458,165,-165,-497,-263,-224
-292,-146,146,219,-219,0,458,165,-165,-497,-263,-224
-292,-146,146,219,-219,0,458,165,-165,-497,-263,-224
-283,-156,126,219,-204,-14,483,244,-136,-463,-253,-214
-273,-165,107,219,-190,-29,507,322,-107,-429,-244,-214
-263,-175,87,219,-175,-43,531,400,-78,-395,-234,-214
-253,-185,68,219,-161,-58,556,478,-48,-361,-224,-214
-253,-185,68,219,-161,-58,585,473,-24,-331,-200,-200
-253,-185,68,219,-161,-58,614,468,-9,-302,-185,-185
-253,-185,68,219,-161,-58,644,463,4,-273,-170,-170
-253,-185,68,219,-161,-58,673,458,19,-244,-156,-156
-244,-195,48,219,-146,-73,697,370,9,-234,-146,-141
-244,-195,48,219,-146,-73,712,292,0,-224,-136,-136
-244,-195,48,219,-146,-73,727,214,-9,-214,-126,-131
-244,-195,48,219,-146,-73,741,136,-19,-204,-117,-126
-244,-195,48,219,-146,-73,717,43,-48,-190,-102,-107
-244,-195,48,219,-146,-73,702,-39,-68,-185,-87,-97
-244,-195,48,219,-146,-73,688,-122,-87,-180,-73,-87
-244,-195,48,219,-146,-73,673,-204,-107,-175,-58,-78
-234,-185,48,209,-141,-68,600,-234,-126,-165,-39,-58
-224,-175,48,200,-136,-63,527,-263,-136,-156,-29,-48
-214,-165,48,190,-131,-58,453,-292,-146,-146,-19,-39
-204,-156,48,180,-126,-53,380,-322,-156,-136,-9,-29
-180,-141,39,161,-109,-51,322,-322,-156,-126,9,-9
-165,-136,29,151,-97,-53,263,-322,-156,-117,19,0
-151,-131,19,141,-85,-56,204,-322,-156,-107,29,9
-136,-126,9,131,-73,-58,146,-322,-156,-97,39,19
-117,-117,0,117,-58,-58,102,-307,-136,-78,53,34
-107,-107,0,107,-53,-53,68,-292,-126,-68,58,39
-97,-97,0,97,-48,-48,34,-278,-117,-58,63,43
-87,-87,0,87,-43,-43,0,-263,-107,-48,68,48
-82,-87,-4,85,-39,-46,-14,-253,-102,-34,82,53
-78,-87,-9,82,-34,-48,-29,-253,-97,-29,87,58
-73,-87,-14,80,-29,-51,-43,-253,-92,-24,92,63
-68,-87,-19,78,-24,-53,-58,-253,-87,-19,97,68
-63,-82,-19,73,-21,-51,-68,-253,-97,-9,107,68
-58,-78,-19,68,-19,-48,-68,-253,-97,-9,107,68
-53,-73,-19,63,-17,-46,-68,-253,-97,-9,107,68
-48,-68,-19,58,-14,-43,-68,-253,-97,-9,107,68
-43,-78,-34,61,-4,-56,-78,-253,-107,-9,117,68
-39,-78,-39,58,0,-58,-78,-253,-107,-9,117,68
-34,-78,-43,56,4,-61,-78,-253,-107,-9,117,68
-29,-78,-48,53,9,-63,-78,-253,-107,-9,117,68
-34,-78,-43,56,4,-61,-78,-248,-97,0,126,73
-39,-78,-39,58,0,-58,-78,-244,-97,0,126,78
-43,-78,-34,61,-4,-56,-78,-239,-97,0,126,82
-48,-78,-29,63,-9,-53,-78,-234,-97,0,126,87
-48,-68,-19,58,-14,-43,-78,-244,-97,0,136,97
-48,-68,-19,58,-14,-43,-78,-244,-97,0,136,97
-48,-68,-19,58,-14,-43,-78,-244,-97,0,136,97
-48,-68,-19,58,-14,-43,-78,-244,-97,0,136,97
-48,-68,-19,58,-14,-43,-82,-248,-107,-9,136,87
-48,-68,-19,58,-14,-43,-87,-253,-107,-9,136,87
-48,-68,-19,58,-14,-43,-92,-258,-107,-9,136,87
-48,-68,-19,58,-14,-43,-97,-263,-107,-9,136,87
-58,-78,-19,68,-19,-48,-97,-273,-112,-9,136,97
-58,-78,-19,68,-19,-48,-97,-273,-117,-9,136,97
-58,-78,-19,68,-19,-48,-97,-273,-122,-9,136,97
-58,-78,-19,68,-19,-48,-97,-273,-126,-9,136,97
-68,-78,-9,73,-29,-43,-107,-273,-126,-9,136,97
-68,-78,-9,73,-29,-43,-107,-273,-126,-9,136,97
-68,-78,-9,73,-29,-43,-107,-273,-126,-9,136,97
-68,-78,-9,73,-29,-43,-107,-273,-126,-9,136,97
