I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-19,-58,-39,38,10,-48,-29,-48,-68,-39,-29,-48
-16,-59,-43,37,13,-51,-29,-47,-65,-38,-30,-47
-14,-62,-48,38,17,-55,-29,-47,-63,-38,-33,-47
-11,-66,-55,38,22,-60,-28,-48,-60,-39,-37,-48
-9,-67,-58,38,24,-62,-28,-48,-58,-39,-38,-48
-8,-68,-60,38,26,-64,-29,-47,-57,-38,-39,-47
-8,-68,-60,38,26,-64,-29,-47,-57,-38,-38,-47
-9,-67,-58,38,24,-62,-28,-48,-58,-39,-39,-48
-9,-67,-58,38,24,-62,-28,-48,-58,-39,-39,-48
-8,-67,-59,37,25,-63,-29,-45,-55,-36,-36,-47
-8,-67,-59,37,25,-63,-29,-43,-53,-34,-34,-47
-10,-68,-58,39,24,-63,-28,-43,-53,-33,-32,-48
-9,-68,-59,38,25,-63,-28,-39,-48,-29,-29,-48
-4,-66,-62,35,29,-64,-29,-21,-29,-15,-22,-46
0,-67,-67,33,33,-67,-29,0,-9,-4,-18,-47
0,-72,-72,36,36,-72,-28,18,3,-1,-22,-52
8,-68,-76,30,42,-72,-28,38,28,18,-9,-48
37,-46,-83,4,60,-64,-33,67,84,81,39,-25
72,-19,-91,-26,81,-55,-38,96,150,160,101,3
102,3,-99,-52,100,-48,-43,122,208,228,154,27
135,28,-107,-81,121,-39,-47,155,272,301,213,57
181,65,-116,-123,148,-25,-54,209,360,399,297,109
233,106,-127,-169,180,-10,-62,277,467,516,399,174
284,147,-137,-215,210,5,-71,349,579,637,503,239
330,184,-146,-257,238,19,-77,399,662,731,584,291
372,220,-152,-296,262,34,-82,411,692,777,629,325
418,257,-161,-337,289,48,-86,413,706,809,662,350
471,296,-175,-383,323,60,-92,432,741,860,709,380
506,330,-176,-418,341,77,-96,429,751,888,740,408
503,356,-147,-429,325,104,-99,370,692,851,732,430
488,379,-109,-433,298,135,-101,292,610,795,712,452
485,408,-77,-446,281,165,-104,234,550,760,707,480
468,428,-40,-448,254,194,-106,156,468,702,683,496
405,430,25,-417,190,227,-107,18,319,574,601,486
322,428,106,-375,108,267,-107,-154,132,410,492,468
247,437,190,-342,28,313,-105,-325,-47,254,394,459
175,429,254,-302,-39,341,-106,-467,-202,117,302,439
95,380,285,-237,-95,332,-113,-566,-331,-5,205,382
4,312,308,-158,-152,310,-121,-657,-461,-134,97,307
-91,253,344,-81,-217,298,-127,-768,-612,-279,-16,236
-164,195,359,-15,-261,277,-135,-848,-721,-389,-106,175
-192,127,319,32,-255,223,-151,-850,-735,-420,-149,122
-203,48,251,77,-227,149,-174,-824,-712,-418,-174,68
-228,-34,194,131,-211,80,-200,-820,-713,-437,-214,9
-243,-96,147,169,-195,25,-213,-800,-702,-448,-243,-38
-227,-119,108,173,-167,-5,-204,-719,-635,-417,-237,-60
-195,-125,70,160,-132,-27,-185,-606,-536,-366,-214,-72
-168,-141,27,154,-97,-57,-171,-498,-444,-321,-198,-91
-146,-155,-9,150,-68,-82,-156,-409,-370,-283,-185,-106
-123,-154,-31,138,-46,-92,-130,-340,-314,-245,-165,-106
-97,-146,-49,121,-24,-97,-97,-273,-263,-204,-141,-97
-68,-140,-72,104,2,-106,-64,-198,-204,-159,-115,-90
-48,-136,-88,92,20,-112,-39,-136,-156,-126,-97,-87
-44,-131,-87,87,21,-109,-26,-109,-135,-118,-91,-86
-47,-126,-79,86,16,-102,-19,-97,-126,-121,-92,-86
-48,-121,-73,84,12,-97,-9,-78,-111,-121,-89,-87
-47,-117,-70,82,11,-93,0,-58,-97,-117,-87,-87
-49,-114,-65,81,8,-89,5,-46,-90,-110,-86,-86
-52,-112,-60,82,4,-86,8,-39,-87,-102,-86,-86
-55,-109,-54,82,0,-81,14,-28,-82,-93,-87,-86
-57,-107,-50,82,-3,-78,18,-19,-78,-87,-87,-86
-58,-106,-48,82,-5,-77,21,-17,-77,-85,-86,-87
-58,-106,-48,82,-5,-77,23,-18,-77,-86,-86,-87
-57,-107,-50,82,-3,-78,26,-19,-78,-87,-87,-86
-57,-107,-50,82,-3,-78,28,-19,-78,-87,-87,-86
-61,-106,-45,83,-8,-75,29,-18,-77,-86,-86,-88
-67,-106,-39,86,-14,-72,29,-18,-77,-86,-86,-91
-73,-107,-34,90,-19,-70,28,-19,-78,-87,-87,-94
-77,-107,-30,92,-23,-68,29,-19,-78,-87,-87,-96
-78,-106,-28,92,-25,-67,28,-18,-76,-87,-84,-97
-78,-106,-28,92,-25,-67,28,-18,-73,-87,-82,-97
-78,-107,-29,92,-24,-68,29,-19,-70,-86,-79,-96
-78,-107,-29,92,-24,-68,29,-19,-68,-86,-78,-96
-76,-106,-30,91,-23,-68,24,-18,-67,-87,-77,-97
-73,-106,-33,89,-20,-69,19,-18,-67,-87,-77,-97
-70,-107,-37,88,-16,-72,13,-19,-68,-86,-78,-96
-68,-107,-39,87,-14,-73,9,-19,-68,-86,-78,-96
-67,-106,-39,86,-14,-72,6,-18,-68,-88,-77,-97
-67,-106,-39,86,-14,-72,4,-18,-68,-91,-77,-97
-69,-107,-38,88,-15,-72,1,-19,-67,-94,-78,-96
-68,-107,-39,87,-14,-73,0,-19,-67,-96,-78,-96
-62,-106,-44,84,-9,-75,0,-18,-69,-97,-78,-97
-53,-106,-53,79,0,-79,0,-18,-72,-97,-78,-97
-43,-107,-64,75,10,-85,0,-19,-75,-96,-77,-96
-39,-107,-68,73,14,-87,0,-19,-77,-96,-77,-96
-41,-106,-65,73,12,-85,1,-14,-78,-97,-78,-97
-47,-106,-59,76,6,-82,3,-9,-78,-97,-78,-97
-54,-107,-53,80,0,-80,6,-3,-77,-96,-77,-96
-57,-107,-50,82,-3,-78,8,0,-77,-96,-77,-96
-58,-106,-48,82,-5,-77,9,0,-78,-97,-79,-97
-58,-106,-48,82,-5,-77,9,0,-78,-97,-81,-97
-58,-107,-49,82,-4,-78,8,0,-77,-96,-84,-96
-58,-107,-49,82,-4,-78,8,0,-77,-96,-86,-96
-55,-106,-51,80,-2,-78,9,0,-79,-97,-87,-97
-53,-106,-53,79,0,-79,9,0,-81,-97,-87,-97
-50,-107,-57,78,3,-82,8,0,-84,-96,-86,-96
-48,-107,-59,77,5,-83,8,0,-86,-96,-86,-96
-45,-105,-60,75,7,-82,9,0,-87,-97,-87,-97
-43,-102,-59,72,8,-80,9,0,-87,-97,-87,-97
-40,-99,-59,69,9,-79,8,0,-86,-96,-86,-96
-39,-97,-58,68,9,-77,8,0,-86,-96,-86,-96
-38,-96,-58,67,10,-77,9,0,-87,-97,-87,-97
-38,-96,-58,67,10,-77,9,0,-87,-97,-87,-97
-39,-97,-58,68,9,-77,8,0,-86,-96,-86,-96
-39,-97,-58,68,9,-77,8,0,-86,-96,-86,-96
-39,-96,-57,67,9,-76,9,0,-87,-97,-88,-97
-39,-96,-57,67,9,-76,9,0,-87,-97,-91,-97
-38,-97,-59,67,10,-78,8,0,-86,-96,-94,-96
-38,-97,-59,67,10,-78,8,0,-86,-96,-96,-96
