I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-195,-39,156,117,-175,58,361,702,331,-39,-185,-204
-195,-39,156,117,-175,58,361,702,331,-39,-185,-204
-195,-39,156,117,-175,58,361,702,331,-39,-185,-204
-195,-39,156,117,-175,58,361,702,331,-39,-185,-204
-204,-24,180,114,-192,78,351,692,322,-48,-200,-219
-204,-19,185,112,-195,82,351,692,322,-48,-204,-224
-204,-14,190,109,-197,87,351,692,322,-48,-209,-229
-204,-9,195,107,-200,92,351,692,322,-48,-214,-234
-214,-9,204,112,-209,97,361,692,312,-63,-229,-234
-214,-9,204,112,-209,97,361,692,312,-68,-234,-234
-214,-9,204,112,-209,97,361,692,312,-73,-239,-234
-214,-9,204,112,-209,97,361,692,312,-78,-244,-234
-204,-14,190,109,-197,87,361,683,312,-78,-244,-229
-204,-19,185,112,-195,82,361,683,312,-78,-244,-224
-204,-24,180,114,-192,78,361,683,312,-78,-244,-219
-204,-29,175,117,-190,73,361,683,312,-78,-244,-214
-204,-14,190,109,-197,87,346,668,302,-87,-253,-219
-204,-9,195,107,-200,92,341,663,292,-87,-253,-224
-204,-4,200,104,-202,97,336,658,283,-87,-253,-229
-204,0,204,102,-204,102,331,653,273,-87,-253,-234
-204,-9,195,107,-200,92,331,639,273,-87,-244,-224
-204,-9,195,107,-200,92,331,634,273,-87,-244,-224
-204,-9,195,107,-200,92,331,629,273,-87,-244,-224
-204,-9,195,107,-200,92,331,624,273,-87,-244,-224
-195,0,195,97,-195,97,317,610,268,-82,-239,-214
-195,0,195,97,-195,97,312,605,263,-78,-234,-214
-195,0,195,97,-195,97,307,600,258,-73,-229,-214
-195,0,195,97,-195,97,302,595,253,-68,-224,-214
-190,-14,175,102,-183,80,302,580,253,-63,-214,-200
-185,-29,156,107,-170,63,302,575,253,-58,-204,-195
-180,-43,136,112,-158,46,302,570,253,-53,-195,-190
-175,-58,117,117,-146,29,302,566,253,-48,-185,-185
-165,-48,117,107,-141,34,283,546,248,-48,-175,-195
-165,-39,126,102,-146,43,273,536,244,-48,-175,-195
-165,-29,136,97,-151,53,263,527,239,-48,-175,-195
-165,-19,146,92,-156,63,253,517,234,-48,-175,-195
-151,-29,122,90,-136,46,244,507,224,-34,-165,-190
-146,-29,117,87,-131,43,244,497,224,-29,-156,-185
-141,-29,112,85,-126,41,244,488,224,-24,-146,-180
-136,-29,107,82,-122,39,244,478,224,-19,-136,-175
-126,-29,97,78,-112,34,239,458,209,-19,-126,-175
-126,-29,97,78,-112,34,234,448,204,-19,-126,-175
-126,-29,97,78,-112,34,229,439,200,-19,-126,-175
-126,-29,97,78,-112,34,224,429,195,-19,-126,-175
-117,-24,92,70,-104,34,209,414,180,-14,-117,-161
-117,-19,97,68,-107,39,204,400,175,-9,-107,-156
-117,-14,102,65,-109,43,200,385,170,-4,-97,-151
-117,-9,107,63,-112,48,195,370,165,0,-87,-146
-117,-14,102,65,-109,43,185,351,156,4,-73,-131
-117,-19,97,68,-107,39,185,341,156,9,-68,-126
-117,-24,92,70,-104,34,185,331,156,14,-63,-122
-117,-29,87,73,-102,29,185,322,156,19,-58,-117
-112,-24,87,68,-100,31,175,297,146,9,-48,-112
-107,-19,87,63,-97,34,165,283,136,9,-48,-107
-102,-14,87,58,-95,36,156,268,126,9,-48,-102
-97,-9,87,53,-92,39,146,253,117,9,-48,-97
-97,-19,78,58,-87,29,141,239,107,14,-34,-97
-97,-19,78,58,-87,29,136,234,107,19,-29,-97
-97,-19,78,58,-87,29,131,229,107,24,-24,-97
-97,-19,78,58,-87,29,126,224,107,29,-19,-97
-87,-29,58,58,-73,14,126,209,97,39,-14,-92
-87,-29,58,58,-73,14,126,204,97,39,-9,-87
-87,-29,58,58,-73,14,126,200,97,39,-4,-82
-87,-29,58,58,-73,14,126,195,97,39,0,-78
-97,-24,73,61,-85,24,122,180,92,39,0,-87
-97,-19,78,58,-87,29,117,175,87,39,0,-87
-97,-14,82,56,-90,34,112,170,82,39,0,-87
-97,-9,87,53,-92,39,107,165,78,39,0,-87
-87,-9,78,48,-82,34,112,175,87,48,9,-82
-87,-9,78,48,-82,34,117,175,87,48,9,-78
-87,-9,78,48,-82,34,122,175,87,48,9,-73
-87,-9,78,48,-82,34,126,175,87,48,9,-68
-78,4,82,36,-80,43,136,180,102,58,24,-58
-78,19,97,29,-87,58,146,185,107,68,29,-58
-78,34,112,21,-95,73,156,190,112,78,34,-58
-78,48,126,14,-102,87,165,195,117,87,39,-58
-68,68,136,0,-102,102,180,200,131,102,53,-43
-68,78,146,-4,-107,112,185,204,136,107,58,-39
-68,87,156,-9,-112,122,190,209,141,112,63,-34
-68,97,165,-14,-117,131,195,214,146,117,68,-29
-58,112,170,-26,-114,141,209,234,170,136,78,-14
-48,126,175,-39,-112,151,224,253,185,146,87,-9
-39,141,180,-51,-109,161,239,273,200,156,97,-4
-29,156,185,-63,-107,170,253,292,214,165,107,0
-14,165,180,-75,-97,173,258,297,224,180,126,14
-9,175,185,-82,-97,180,263,302,234,195,136,19
-4,185,190,-90,-97,187,268,307,244,209,146,24
0,209,209,-104,-104,209,268,312,268,234,170,39
0,239,239,-119,-119,239,258,312,278,244,190,53
4,248,244,-126,-119,246,253,312,287,258,200,68
9,268,258,-139,-124,263,248,312,297,273,214,73
19,278,258,-148,-119,268,224,302,312,287,229,92
34,273,239,-153,-102,256,180,283,312,302,229,97
