I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
19,39,19,-29,0,29,-1298,-165,-68,-165,0,58
19,39,19,-29,0,29,-1298,-165,-68,-165,0,58
19,39,19,-29,0,29,-1298,-165,-68,-165,0,58
19,39,19,-29,0,29,-1298,-165,-68,-165,0,58
19,39,19,-29,0,29,-1288,-156,-68,-151,9,73
19,39,19,-29,0,29,-1288,-156,-68,-146,19,78
19,39,19,-29,0,29,-1288,-156,-68,-141,29,82
19,39,19,-29,0,29,-1288,-156,-68,-136,39,87
9,48,39,-29,-14,43,-1278,-146,-63,-131,48,97
9,48,39,-29,-14,43,-1268,-146,-58,-126,48,97
9,48,39,-29,-14,43,-1259,-146,-53,-122,48,97
9,48,39,-29,-14,43,-1249,-146,-48,-117,48,97
19,58,39,-39,-9,48,-1244,-136,-43,-107,48,107
19,58,39,-39,-9,48,-1239,-136,-39,-107,48,107
19,63,43,-41,-12,53,-1220,-136,-34,-107,48,107
19,68,48,-43,-14,58,-1200,-136,-19,-112,43,107
9,68,58,-39,-24,63,-1200,-136,-19,-112,43,97
9,68,58,-39,-24,63,-1195,-136,-19,-112,39,97
9,73,63,-41,-26,68,-1195,-141,-19,-112,39,97
14,73,58,-43,-21,65,-1195,-146,-19,-107,39,92
4,73,68,-39,-31,70,-1195,-146,-19,-102,43,97
9,82,73,-46,-31,78,-1200,-146,-19,-102,43,102
9,82,73,-46,-31,78,-1210,-146,-19,-102,43,107
9,87,78,-48,-34,82,-1220,-151,-19,-107,43,112
19,102,82,-61,-31,92,-1215,-156,-14,-107,43,117
19,107,87,-63,-34,97,-1224,-156,-24,-112,43,117
19,112,92,-65,-36,102,-1239,-165,-24,-112,43,117
19,112,92,-65,-36,102,-1244,-170,-29,-117,43,117
24,102,78,-63,-26,90,-1249,-185,-29,-117,39,117
24,97,73,-61,-24,85,-1249,-185,-34,-117,39,117
24,97,73,-61,-24,85,-1249,-185,-34,-117,39,122
24,97,73,-61,-24,85,-1249,-185,-43,-117,39,122
24,92,68,-58,-21,80,-1254,-190,-43,-122,34,122
24,92,68,-58,-21,80,-1254,-190,-43,-126,34,117
24,92,68,-58,-21,80,-1254,-185,-39,-131,34,117
24,92,68,-58,-21,80,-1249,-185,-39,-136,34,117
14,82,68,-48,-26,75,-1244,-180,-39,-146,43,107
19,78,58,-48,-19,68,-1244,-180,-39,-141,43,107
19,78,58,-48,-19,68,-1244,-180,-34,-136,43,107
19,73,53,-46,-17,63,-1244,-180,-34,-136,43,107
19,63,43,-41,-12,53,-1249,-185,-43,-136,53,97
19,58,39,-39,-9,48,-1249,-185,-43,-141,53,97
19,53,34,-36,-7,43,-1249,-185,-43,-141,48,92
19,48,29,-34,-4,39,-1249,-185,-43,-141,48,92
14,48,34,-31,-9,41,-1234,-175,-43,-141,48,87
14,43,29,-29,-7,36,-1229,-175,-39,-136,48,82
14,39,24,-26,-4,31,-1220,-170,-39,-136,48,78
14,39,24,-26,-4,31,-1220,-170,-39,-131,53,73
24,48,24,-36,0,36,-1215,-156,-29,-136,53,68
29,48,19,-39,4,34,-1210,-156,-29,-136,53,68
29,43,14,-36,7,29,-1205,-161,-29,-136,48,68
29,43,14,-36,7,29,-1205,-161,-29,-136,48,68
19,34,14,-26,2,24,-1195,-161,-39,-136,48,53
19,34,14,-26,2,24,-1190,-161,-39,-136,39,48
19,29,9,-24,4,19,-1190,-161,-43,-136,39,48
9,29,19,-19,-4,24,-1190,-161,-43,-141,34,43
4,14,9,-9,-2,12,-1190,-170,-48,-156,19,39
4,14,9,-9,-2,12,-1190,-170,-48,-161,14,34
4,14,9,-9,-2,12,-1180,-170,-48,-161,14,34
4,14,9,-9,-2,12,-1176,-170,-53,-161,14,34
14,24,9,-19,2,17,-1166,-161,-53,-151,24,24
9,19,9,-14,0,14,-1161,-165,-53,-151,19,24
9,19,9,-14,0,14,-1161,-165,-53,-146,19,24
9,19,9,-14,0,14,-1156,-165,-58,-146,19,29
14,19,4,-17,4,12,-1166,-165,-58,-156,14,24
14,14,0,-14,7,7,-1166,-165,-63,-161,14,19
9,14,4,-12,2,9,-1166,-165,-63,-161,14,4
9,19,9,-14,0,14,-1166,-165,-63,-161,14,0
0,19,19,-9,-9,19,-1156,-156,-68,-151,19,-9
0,14,14,-7,-7,14,-1156,-156,-73,-156,19,-9
4,14,9,-9,-2,12,-1151,-156,-73,-156,19,-9
4,19,14,-12,-4,17,-1151,-156,-73,-156,19,-9
4,19,14,-12,-4,17,-1151,-161,-73,-151,29,-9
4,19,14,-12,-4,17,-1151,-161,-73,-151,24,-19
4,19,14,-12,-4,17,-1151,-165,-73,-156,19,-19
4,19,14,-12,-4,17,-1146,-165,-73,-156,19,-19
4,9,4,-7,0,7,-1141,-161,-73,-141,19,-19
4,9,4,-7,0,7,-1141,-161,-78,-141,19,-19
4,9,4,-7,0,7,-1141,-161,-78,-146,19,-24
4,9,4,-7,0,7,-1137,-161,-73,-146,19,-24
14,9,-4,-12,9,2,-1137,-161,-82,-136,24,-19
14,9,-4,-12,9,2,-1137,-161,-82,-136,24,-19
14,9,-4,-12,9,2,-1132,-161,-78,-136,19,-19
14,9,-4,-12,9,2,-1132,-161,-78,-136,19,-19
14,19,4,-17,4,12,-1122,-151,-68,-126,24,-19
14,19,4,-17,4,12,-1117,-151,-68,-126,19,-19
14,19,4,-17,4,12,-1117,-151,-68,-126,14,-19
